STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,AGE,Age,SEX,Sex,SOCIO_ECON_STATUS,Socio-economic status,DEATH_CAUSE,Cause of death,CALC_METHODOLOGY,Calculation methodology,GESTATION_THRESHOLD,Gestation period threshold,HEALTH_STATUS,Health status,DISEASE,Disease,CANCER_SITE,Cancer site,TIME_PERIOD,Time period,OBS_VALUE,Observation value,DECIMALS,Decimals,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,OBS_STATUS3,Observation status 3,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.0),Perceived health status,I,SWE,Sweden,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,F,"Fair (not good, not bad) health",_Z,Not applicable,_Z,Not applicable,2015,,17.8,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.0),Perceived health status,I,SWE,Sweden,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,F,"Fair (not good, not bad) health",_Z,Not applicable,_Z,Not applicable,2016,,19.4,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.0),Perceived health status,I,SWE,Sweden,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,F,"Fair (not good, not bad) health",_Z,Not applicable,_Z,Not applicable,2017,,17.8,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.0),Perceived health status,I,SWE,Sweden,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,F,"Fair (not good, not bad) health",_Z,Not applicable,_Z,Not applicable,2005,,18.4,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.0),Perceived health status,I,SWE,Sweden,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,F,"Fair (not good, not bad) health",_Z,Not applicable,_Z,Not applicable,2006,,18.2,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.0),Perceived health status,I,SWE,Sweden,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,F,"Fair (not good, not bad) health",_Z,Not applicable,_Z,Not applicable,2020,,18.2,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.0),Perceived health status,I,SWE,Sweden,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,F,"Fair (not good, not bad) health",_Z,Not applicable,_Z,Not applicable,2009,,15.9,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.0),Perceived health status,I,SWE,Sweden,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,F,"Fair (not good, not bad) health",_Z,Not applicable,_Z,Not applicable,2010,,16.2,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.0),Perceived health status,I,SWE,Sweden,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,F,"Fair (not good, not bad) health",_Z,Not applicable,_Z,Not applicable,2011,,16.1,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.0),Perceived health status,I,SWE,Sweden,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,F,"Fair (not good, not bad) health",_Z,Not applicable,_Z,Not applicable,2004,,21,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.0),Perceived health status,I,USA,United States,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,B,Bad/very bad health,_Z,Not applicable,_Z,Not applicable,2000,,2.9,,,,D,Definition differs,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.0),Perceived health status,I,USA,United States,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,B,Bad/very bad health,_Z,Not applicable,_Z,Not applicable,2001,,3,,,,D,Definition differs,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.0),Perceived health status,I,USA,United States,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,B,Bad/very bad health,_Z,Not applicable,_Z,Not applicable,2011,,3.1,,,,D,Definition differs,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.0),Perceived health status,I,USA,United States,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,B,Bad/very bad health,_Z,Not applicable,_Z,Not applicable,2012,,3.1,,,,D,Definition differs,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.0),Perceived health status,I,USA,United States,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,B,Bad/very bad health,_Z,Not applicable,_Z,Not applicable,2013,,3,,,,D,Definition differs,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.0),Perceived health status,I,USA,United States,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,B,Bad/very bad health,_Z,Not applicable,_Z,Not applicable,2019,,3.7,,,,B,Time series break,D,Definition differs,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.0),Perceived health status,I,USA,United States,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,B,Bad/very bad health,_Z,Not applicable,_Z,Not applicable,2002,,3,,,,D,Definition differs,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.0),Perceived health status,I,USA,United States,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,B,Bad/very bad health,_Z,Not applicable,_Z,Not applicable,2003,,3,,,,D,Definition differs,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.0),Perceived health status,I,USA,United States,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,B,Bad/very bad health,_Z,Not applicable,_Z,Not applicable,2004,,3.1,,,,D,Definition differs,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.0),Perceived health status,I,USA,United States,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,B,Bad/very bad health,_Z,Not applicable,_Z,Not applicable,2005,,3,,,,D,Definition differs,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.0),Perceived health status,I,USA,United States,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,B,Bad/very bad health,_Z,Not applicable,_Z,Not applicable,2006,,2.9,,,,D,Definition differs,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.0),Perceived health status,I,USA,United States,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,B,Bad/very bad health,_Z,Not applicable,_Z,Not applicable,2007,,3.2,,,,D,Definition differs,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.0),Perceived health status,I,USA,United States,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,B,Bad/very bad health,_Z,Not applicable,_Z,Not applicable,2008,,3.2,,,,D,Definition differs,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.0),Perceived health status,I,USA,United States,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,B,Bad/very bad health,_Z,Not applicable,_Z,Not applicable,2009,,3.1,,,,D,Definition differs,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.0),Perceived health status,I,SWE,Sweden,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,F,"Fair (not good, not bad) health",_Z,Not applicable,_Z,Not applicable,2023,,25.1,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.0),Perceived health status,I,SWE,Sweden,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,F,"Fair (not good, not bad) health",_Z,Not applicable,_Z,Not applicable,2008,,17.3,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.0),Perceived health status,I,USA,United States,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,B,Bad/very bad health,_Z,Not applicable,_Z,Not applicable,2015,,2.9,,,,D,Definition differs,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.0),Perceived health status,I,USA,United States,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,B,Bad/very bad health,_Z,Not applicable,_Z,Not applicable,2016,,2.8,,,,D,Definition differs,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.0),Perceived health status,I,USA,United States,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,B,Bad/very bad health,_Z,Not applicable,_Z,Not applicable,2017,,2.8,,,,D,Definition differs,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.0),Perceived health status,I,USA,United States,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,B,Bad/very bad health,_Z,Not applicable,_Z,Not applicable,2018,,2.8,,,,D,Definition differs,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.0),Perceived health status,I,USA,United States,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,B,Bad/very bad health,_Z,Not applicable,_Z,Not applicable,2020,,3,,,,D,Definition differs,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.0),Perceived health status,I,USA,United States,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,B,Bad/very bad health,_Z,Not applicable,_Z,Not applicable,2021,,3.1,,,,D,Definition differs,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.0),Perceived health status,I,AUS,Australia,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,F,"Fair (not good, not bad) health",_Z,Not applicable,_Z,Not applicable,2014,,10.4,,,,D,Definition differs,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.0),Perceived health status,I,AUS,Australia,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,F,"Fair (not good, not bad) health",_Z,Not applicable,_Z,Not applicable,2017,,11,,,,D,Definition differs,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.0),Perceived health status,I,AUS,Australia,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,F,"Fair (not good, not bad) health",_Z,Not applicable,_Z,Not applicable,2022,,11.3,,,,D,Definition differs,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.0),Perceived health status,I,AUS,Australia,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,F,"Fair (not good, not bad) health",_Z,Not applicable,_Z,Not applicable,2001,,13.3,,,,D,Definition differs,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.0),Perceived health status,I,AUS,Australia,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,F,"Fair (not good, not bad) health",_Z,Not applicable,_Z,Not applicable,2004,,11.4,,,,D,Definition differs,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.0),Perceived health status,I,AUS,Australia,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,F,"Fair (not good, not bad) health",_Z,Not applicable,_Z,Not applicable,2007,,11,,,,D,Definition differs,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.0),Perceived health status,I,AUS,Australia,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,F,"Fair (not good, not bad) health",_Z,Not applicable,_Z,Not applicable,2011,,10.7,,,,D,Definition differs,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.0),Perceived health status,I,FRA,France,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,2008,,69.1,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.0),Perceived health status,I,FRA,France,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,2009,,68.6,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.0),Perceived health status,I,FRA,France,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,2021,,67.8,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.0),Perceived health status,I,FRA,France,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,2022,,65.1,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.0),Perceived health status,I,FRA,France,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,2023,,64.8,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.0),Perceived health status,I,FRA,France,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,2020,,68.3,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.0),Perceived health status,I,FRA,France,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,2010,,67.3,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.0),Perceived health status,I,FRA,France,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,2011,,67.6,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.0),Perceived health status,I,FRA,France,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,2012,,68.1,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.0),Perceived health status,I,FRA,France,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,2013,,67.1,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.0),Perceived health status,I,FRA,France,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,2014,,68.2,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.0),Perceived health status,I,FRA,France,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,2015,,67.8,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.0),Perceived health status,I,FRA,France,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,2016,,66.3,,,,,,,,,,,
