Reference area,REF_AREA,Measure,Unit of measure,TIME_PERIOD,Avoidable_mortality_values
Czechia,CZE,Treatable mortality,Deaths per 100 000 inhabitants,2020,99.1
Czechia,CZE,Treatable mortality,Deaths per 100 000 inhabitants,2021,102
Czechia,CZE,Treatable mortality,Deaths per 100 000 inhabitants,2008,134.4
Czechia,CZE,Treatable mortality,Deaths per 100 000 inhabitants,2009,133
Czechia,CZE,Treatable mortality,Deaths per 100 000 inhabitants,2010,129.6
Czechia,CZE,Treatable mortality,Deaths per 100 000 inhabitants,2011,119.6
Czechia,CZE,Treatable mortality,Deaths per 100 000 inhabitants,2012,117.6
Czechia,CZE,Treatable mortality,Deaths per 100 000 inhabitants,2013,115.5
Czechia,CZE,Treatable mortality,Deaths per 100 000 inhabitants,2014,106.5
Czechia,CZE,Treatable mortality,Deaths per 100 000 inhabitants,2015,109.1
Czechia,CZE,Treatable mortality,Deaths per 100 000 inhabitants,2016,103.6
Czechia,CZE,Treatable mortality,Deaths per 100 000 inhabitants,2017,103
Hungary,HUN,Preventable mortality,Deaths,2012,31629.5
Hungary,HUN,Preventable mortality,Deaths,2013,30270
Czechia,CZE,Treatable mortality,Deaths per 100 000 inhabitants,2002,170.2
Czechia,CZE,Treatable mortality,Deaths per 100 000 inhabitants,2003,167.3
Czechia,CZE,Treatable mortality,Deaths per 100 000 inhabitants,2004,159.1
Czechia,CZE,Treatable mortality,Deaths per 100 000 inhabitants,2005,150.7
Spain,ESP,Treatable mortality,Deaths per 100 000 inhabitants,2006,72.5
Spain,ESP,Treatable mortality,Deaths per 100 000 inhabitants,2007,72.2
Spain,ESP,Treatable mortality,Deaths per 100 000 inhabitants,2018,54.1
Spain,ESP,Treatable mortality,Deaths per 100 000 inhabitants,2019,52.2
Spain,ESP,Treatable mortality,Deaths per 100 000 inhabitants,2020,51.4
Spain,ESP,Treatable mortality,Deaths per 100 000 inhabitants,2021,50.6
Spain,ESP,Treatable mortality,Deaths per 100 000 inhabitants,2008,69.5
Spain,ESP,Treatable mortality,Deaths per 100 000 inhabitants,2009,66.4
Spain,ESP,Treatable mortality,Deaths per 100 000 inhabitants,2010,63.6
Spain,ESP,Treatable mortality,Deaths per 100 000 inhabitants,2011,62.1
Spain,ESP,Treatable mortality,Deaths per 100 000 inhabitants,2012,60.2
Spain,ESP,Treatable mortality,Deaths per 100 000 inhabitants,2013,58.6
Spain,ESP,Treatable mortality,Deaths per 100 000 inhabitants,2014,57.1
Spain,ESP,Treatable mortality,Deaths per 100 000 inhabitants,2015,56.9
Spain,ESP,Treatable mortality,Deaths per 100 000 inhabitants,2016,55.9
Spain,ESP,Treatable mortality,Deaths per 100 000 inhabitants,2017,54.7
Spain,ESP,Treatable mortality,Deaths per 100 000 inhabitants,2000,86.4
Spain,ESP,Treatable mortality,Deaths per 100 000 inhabitants,2001,84
Spain,ESP,Treatable mortality,Deaths per 100 000 inhabitants,2002,82.1
Spain,ESP,Treatable mortality,Deaths per 100 000 inhabitants,2003,81.3
Spain,ESP,Treatable mortality,Deaths per 100 000 inhabitants,2004,75.8
Spain,ESP,Treatable mortality,Deaths per 100 000 inhabitants,2005,75.8
Netherlands,NLD,Preventable mortality,Deaths,2007,19789
Netherlands,NLD,Preventable mortality,Deaths,2008,19685.5
Netherlands,NLD,Preventable mortality,Deaths,2019,20272.5
Netherlands,NLD,Preventable mortality,Deaths,2020,23663
Netherlands,NLD,Preventable mortality,Deaths,2021,24638
Netherlands,NLD,Preventable mortality,Deaths,2022,22184.5
Netherlands,NLD,Preventable mortality,Deaths,2009,19762.5
Netherlands,NLD,Preventable mortality,Deaths,2010,19687
Netherlands,NLD,Preventable mortality,Deaths,2011,19922.5
Netherlands,NLD,Preventable mortality,Deaths,2012,20072
Netherlands,NLD,Preventable mortality,Deaths,2013,19964.5
Netherlands,NLD,Preventable mortality,Deaths,2014,19695.5
Netherlands,NLD,Preventable mortality,Deaths,2015,20442
Netherlands,NLD,Preventable mortality,Deaths,2016,20757.5
Netherlands,NLD,Preventable mortality,Deaths,2017,20372
Netherlands,NLD,Preventable mortality,Deaths,2018,20802
Netherlands,NLD,Preventable mortality,Deaths,2000,22098.5
Netherlands,NLD,Preventable mortality,Deaths,2001,21960.5
Netherlands,NLD,Preventable mortality,Deaths,2002,21798
Netherlands,NLD,Preventable mortality,Deaths,2003,21388.5
Netherlands,NLD,Preventable mortality,Deaths,2004,20859.5
Netherlands,NLD,Preventable mortality,Deaths,2005,20696
Netherlands,NLD,Preventable mortality,Deaths,2006,19925
Germany,DEU,Preventable mortality,Deaths per 100 000 inhabitants,2000,174.3
Germany,DEU,Preventable mortality,Deaths per 100 000 inhabitants,2001,167.2
Germany,DEU,Preventable mortality,Deaths per 100 000 inhabitants,2012,130.6
Germany,DEU,Preventable mortality,Deaths per 100 000 inhabitants,2013,133.8
Germany,DEU,Preventable mortality,Deaths per 100 000 inhabitants,2014,128.5
Germany,DEU,Preventable mortality,Deaths per 100 000 inhabitants,2015,131.3
Germany,DEU,Preventable mortality,Deaths per 100 000 inhabitants,2002,166.1
Germany,DEU,Preventable mortality,Deaths per 100 000 inhabitants,2003,163.5
Germany,DEU,Preventable mortality,Deaths per 100 000 inhabitants,2004,154.6
Germany,DEU,Preventable mortality,Deaths per 100 000 inhabitants,2005,150.4
Germany,DEU,Preventable mortality,Deaths per 100 000 inhabitants,2006,144.4
Germany,DEU,Preventable mortality,Deaths per 100 000 inhabitants,2007,140.4
Germany,DEU,Preventable mortality,Deaths per 100 000 inhabitants,2008,138.1
Germany,DEU,Preventable mortality,Deaths per 100 000 inhabitants,2009,136.3
Germany,DEU,Preventable mortality,Deaths per 100 000 inhabitants,2010,134.4
Germany,DEU,Preventable mortality,Deaths per 100 000 inhabitants,2011,133
Germany,DEU,Preventable mortality,Deaths per 100 000 inhabitants,2016,129.4
Germany,DEU,Preventable mortality,Deaths per 100 000 inhabitants,2017,127.1
Germany,DEU,Preventable mortality,Deaths per 100 000 inhabitants,2018,127.5
Germany,DEU,Preventable mortality,Deaths per 100 000 inhabitants,2019,122.4
Germany,DEU,Preventable mortality,Deaths per 100 000 inhabitants,2020,128.8
Colombia,COL,Avoidable mortality,Deaths per 100 000 inhabitants,2006,334.7
Colombia,COL,Avoidable mortality,Deaths per 100 000 inhabitants,2007,321.2
Colombia,COL,Avoidable mortality,Deaths per 100 000 inhabitants,2018,256.8
Colombia,COL,Avoidable mortality,Deaths per 100 000 inhabitants,2019,250.2
Colombia,COL,Avoidable mortality,Deaths per 100 000 inhabitants,2020,330.4
Colombia,COL,Avoidable mortality,Deaths per 100 000 inhabitants,2021,424.3
Colombia,COL,Avoidable mortality,Deaths per 100 000 inhabitants,2008,315.7
Colombia,COL,Avoidable mortality,Deaths per 100 000 inhabitants,2009,303.7
Colombia,COL,Avoidable mortality,Deaths per 100 000 inhabitants,2010,293.9
Colombia,COL,Avoidable mortality,Deaths per 100 000 inhabitants,2011,274
Colombia,COL,Avoidable mortality,Deaths per 100 000 inhabitants,2012,273.6
Colombia,COL,Avoidable mortality,Deaths per 100 000 inhabitants,2013,267.2
Colombia,COL,Avoidable mortality,Deaths per 100 000 inhabitants,2014,260.4
Colombia,COL,Avoidable mortality,Deaths per 100 000 inhabitants,2015,261
Colombia,COL,Avoidable mortality,Deaths per 100 000 inhabitants,2016,260.7
Colombia,COL,Avoidable mortality,Deaths per 100 000 inhabitants,2017,253.8
Colombia,COL,Avoidable mortality,Deaths per 100 000 inhabitants,2000,402.2
Colombia,COL,Avoidable mortality,Deaths per 100 000 inhabitants,2001,397.3
Colombia,COL,Avoidable mortality,Deaths per 100 000 inhabitants,2002,389.9
Colombia,COL,Avoidable mortality,Deaths per 100 000 inhabitants,2003,371
Colombia,COL,Avoidable mortality,Deaths per 100 000 inhabitants,2004,358.6
Colombia,COL,Avoidable mortality,Deaths per 100 000 inhabitants,2005,341.4
Sweden,SWE,Treatable mortality,Deaths,2002,7572
Sweden,SWE,Treatable mortality,Deaths,2003,7375
Sweden,SWE,Treatable mortality,Deaths,2014,6196.5
Sweden,SWE,Treatable mortality,Deaths,2015,6386
Sweden,SWE,Treatable mortality,Deaths,2016,6179.5
Bulgaria,BGR,Avoidable mortality,Deaths,2010,31751
Bulgaria,BGR,Avoidable mortality,Deaths,2021,48846
Sweden,SWE,Treatable mortality,Deaths,2005,6763
Sweden,SWE,Treatable mortality,Deaths,2006,6788.5
Sweden,SWE,Treatable mortality,Deaths,2007,6544
Sweden,SWE,Treatable mortality,Deaths,2008,6732
Sweden,SWE,Treatable mortality,Deaths,2009,6611
Sweden,SWE,Treatable mortality,Deaths,2010,6389.5
Sweden,SWE,Treatable mortality,Deaths,2011,6354.5
Sweden,SWE,Treatable mortality,Deaths,2012,6391.5
Sweden,SWE,Treatable mortality,Deaths,2013,6433.5
Sweden,SWE,Treatable mortality,Deaths,2018,6132
Sweden,SWE,Treatable mortality,Deaths,2019,5654
Sweden,SWE,Treatable mortality,Deaths,2020,5753.5
Sweden,SWE,Treatable mortality,Deaths,2021,5456
Sweden,SWE,Treatable mortality,Deaths,2022,5380
Sweden,SWE,Treatable mortality,Deaths,2000,7895.5
Sweden,SWE,Treatable mortality,Deaths,2001,7623.5
Denmark,DNK,Preventable mortality,Deaths per 100 000 inhabitants,2006,186
Denmark,DNK,Preventable mortality,Deaths per 100 000 inhabitants,2007,175.1
Denmark,DNK,Preventable mortality,Deaths per 100 000 inhabitants,2018,121.4
Denmark,DNK,Preventable mortality,Deaths per 100 000 inhabitants,2019,123.9
Denmark,DNK,Preventable mortality,Deaths per 100 000 inhabitants,2020,119.7
Denmark,DNK,Preventable mortality,Deaths per 100 000 inhabitants,2021,111.3
Denmark,DNK,Preventable mortality,Deaths per 100 000 inhabitants,2008,171.5
Denmark,DNK,Preventable mortality,Deaths per 100 000 inhabitants,2009,164.1
Denmark,DNK,Preventable mortality,Deaths per 100 000 inhabitants,2010,160.2
Denmark,DNK,Preventable mortality,Deaths per 100 000 inhabitants,2011,149
Denmark,DNK,Preventable mortality,Deaths per 100 000 inhabitants,2012,147.9
Denmark,DNK,Preventable mortality,Deaths per 100 000 inhabitants,2013,141.8
Denmark,DNK,Preventable mortality,Deaths per 100 000 inhabitants,2014,139.7
Denmark,DNK,Preventable mortality,Deaths per 100 000 inhabitants,2015,134.6
Denmark,DNK,Preventable mortality,Deaths per 100 000 inhabitants,2016,134.8
Denmark,DNK,Preventable mortality,Deaths per 100 000 inhabitants,2017,128.3
Denmark,DNK,Preventable mortality,Deaths per 100 000 inhabitants,2000,215.2
Denmark,DNK,Preventable mortality,Deaths per 100 000 inhabitants,2001,209.9
Denmark,DNK,Preventable mortality,Deaths per 100 000 inhabitants,2002,198
Denmark,DNK,Preventable mortality,Deaths per 100 000 inhabitants,2003,195
Denmark,DNK,Preventable mortality,Deaths per 100 000 inhabitants,2004,188.4
Denmark,DNK,Preventable mortality,Deaths per 100 000 inhabitants,2005,185.6
Czechia,CZE,Avoidable mortality,Deaths,2012,34166
Czechia,CZE,Avoidable mortality,Deaths,2013,34685
Czechia,CZE,Avoidable mortality,Deaths,2014,32852
Czechia,CZE,Avoidable mortality,Deaths,2015,33881
Czechia,CZE,Avoidable mortality,Deaths,2016,32501
Czechia,CZE,Avoidable mortality,Deaths,2017,33111
Czechia,CZE,Avoidable mortality,Deaths,2018,32994
Czechia,CZE,Avoidable mortality,Deaths,2019,32055
Czechia,CZE,Avoidable mortality,Deaths,2020,35627
Czechia,CZE,Avoidable mortality,Deaths,2021,42826
Czechia,CZE,Avoidable mortality,Deaths,2000,42301
Czechia,CZE,Avoidable mortality,Deaths,2001,40662
Czechia,CZE,Avoidable mortality,Deaths,2002,40009
Czechia,CZE,Avoidable mortality,Deaths,2003,39991
Czechia,CZE,Avoidable mortality,Deaths,2004,38404
Czechia,CZE,Avoidable mortality,Deaths,2005,37226
Czechia,CZE,Avoidable mortality,Deaths,2006,35470
Czechia,CZE,Avoidable mortality,Deaths,2007,35487
Czechia,CZE,Avoidable mortality,Deaths,2008,35036
Czechia,CZE,Avoidable mortality,Deaths,2009,35024
Czechia,CZE,Avoidable mortality,Deaths,2010,34917
Czechia,CZE,Avoidable mortality,Deaths,2011,34240
Slovenia,SVN,Treatable mortality,Deaths per 100 000 inhabitants,2005,103.7
Slovenia,SVN,Treatable mortality,Deaths per 100 000 inhabitants,2006,97.2
Slovenia,SVN,Treatable mortality,Deaths per 100 000 inhabitants,2017,61.2
Slovenia,SVN,Treatable mortality,Deaths per 100 000 inhabitants,2018,63.6
Slovenia,SVN,Treatable mortality,Deaths per 100 000 inhabitants,2019,58.1
Slovenia,SVN,Treatable mortality,Deaths per 100 000 inhabitants,2020,57.1
Slovenia,SVN,Treatable mortality,Deaths per 100 000 inhabitants,2007,89.8
Slovenia,SVN,Treatable mortality,Deaths per 100 000 inhabitants,2008,88.8
Slovenia,SVN,Treatable mortality,Deaths per 100 000 inhabitants,2009,85.9
Slovenia,SVN,Treatable mortality,Deaths per 100 000 inhabitants,2010,80.8
Slovenia,SVN,Treatable mortality,Deaths per 100 000 inhabitants,2011,78.3
Slovenia,SVN,Treatable mortality,Deaths per 100 000 inhabitants,2012,74.8
Slovenia,SVN,Treatable mortality,Deaths per 100 000 inhabitants,2013,73.8
Slovenia,SVN,Treatable mortality,Deaths per 100 000 inhabitants,2014,68.8
Slovenia,SVN,Treatable mortality,Deaths per 100 000 inhabitants,2015,71.8
Slovenia,SVN,Treatable mortality,Deaths per 100 000 inhabitants,2016,64.6
Slovenia,SVN,Treatable mortality,Deaths per 100 000 inhabitants,2000,121.5
Slovenia,SVN,Treatable mortality,Deaths per 100 000 inhabitants,2001,119.6
Slovenia,SVN,Treatable mortality,Deaths per 100 000 inhabitants,2002,118.5
Slovenia,SVN,Treatable mortality,Deaths per 100 000 inhabitants,2003,116
Slovenia,SVN,Treatable mortality,Deaths per 100 000 inhabitants,2004,108.4
Estonia,EST,Treatable mortality,Deaths per 100 000 inhabitants,2006,179.6
Estonia,EST,Treatable mortality,Deaths per 100 000 inhabitants,2007,170.3
Estonia,EST,Treatable mortality,Deaths per 100 000 inhabitants,2021,109.5
Estonia,EST,Treatable mortality,Deaths per 100 000 inhabitants,2022,101.6
Estonia,EST,Treatable mortality,Deaths per 100 000 inhabitants,2016,111.5
Estonia,EST,Treatable mortality,Deaths per 100 000 inhabitants,2017,111.1
Estonia,EST,Treatable mortality,Deaths per 100 000 inhabitants,2008,160.3
Estonia,EST,Treatable mortality,Deaths per 100 000 inhabitants,2009,155.3
Estonia,EST,Treatable mortality,Deaths per 100 000 inhabitants,2010,141.7
Estonia,EST,Treatable mortality,Deaths per 100 000 inhabitants,2011,131.3
Estonia,EST,Treatable mortality,Deaths per 100 000 inhabitants,2012,132.3
Estonia,EST,Treatable mortality,Deaths per 100 000 inhabitants,2013,122.2
Estonia,EST,Treatable mortality,Deaths per 100 000 inhabitants,2014,124.6
Estonia,EST,Treatable mortality,Deaths per 100 000 inhabitants,2015,115.7
Estonia,EST,Treatable mortality,Deaths per 100 000 inhabitants,2019,104
Estonia,EST,Treatable mortality,Deaths per 100 000 inhabitants,2020,100.1
Czechia,CZE,Treatable mortality,Deaths per 100 000 inhabitants,2000,181.1
Czechia,CZE,Treatable mortality,Deaths per 100 000 inhabitants,2001,172.6
Estonia,EST,Treatable mortality,Deaths per 100 000 inhabitants,2001,221.3
Estonia,EST,Treatable mortality,Deaths per 100 000 inhabitants,2002,212.8
Estonia,EST,Treatable mortality,Deaths per 100 000 inhabitants,2003,206.5
Estonia,EST,Treatable mortality,Deaths per 100 000 inhabitants,2004,201.8
Estonia,EST,Treatable mortality,Deaths per 100 000 inhabitants,2005,181.9
Austria,AUT,Treatable mortality,Deaths,2020,5551
Austria,AUT,Treatable mortality,Deaths,2021,5748.5
Austria,AUT,Treatable mortality,Deaths,2015,5942
Austria,AUT,Treatable mortality,Deaths,2016,5805
Austria,AUT,Treatable mortality,Deaths,2017,5706
Austria,AUT,Treatable mortality,Deaths,2018,5717
Austria,AUT,Treatable mortality,Deaths,2005,6733
Austria,AUT,Treatable mortality,Deaths,2006,6551
Austria,AUT,Treatable mortality,Deaths,2007,6328
Austria,AUT,Treatable mortality,Deaths,2008,6002
Austria,AUT,Treatable mortality,Deaths,2009,6169.5
Austria,AUT,Treatable mortality,Deaths,2010,6100.5
Austria,AUT,Treatable mortality,Deaths,2011,5896
Austria,AUT,Treatable mortality,Deaths,2012,5909
Austria,AUT,Treatable mortality,Deaths,2013,5938
Austria,AUT,Treatable mortality,Deaths,2014,5894.5
Austria,AUT,Treatable mortality,Deaths,2002,7582
Austria,AUT,Treatable mortality,Deaths,2003,7385.5
Austria,AUT,Treatable mortality,Deaths,2004,6912
Austria,AUT,Treatable mortality,Deaths,2019,5649.5
Greece,GRC,Avoidable mortality,Deaths,2015,23965
Greece,GRC,Avoidable mortality,Deaths,2016,23525
Greece,GRC,Avoidable mortality,Deaths,2017,23666
Greece,GRC,Avoidable mortality,Deaths,2018,23431
Greece,GRC,Avoidable mortality,Deaths,2019,23856
Greece,GRC,Avoidable mortality,Deaths,2020,25156
Greece,GRC,Avoidable mortality,Deaths,2014,23167
Chile,CHL,Preventable mortality,Deaths per 100 000 inhabitants,2018,123.3
Chile,CHL,Preventable mortality,Deaths per 100 000 inhabitants,2000,194.9
Chile,CHL,Preventable mortality,Deaths per 100 000 inhabitants,2011,154.8
Chile,CHL,Preventable mortality,Deaths per 100 000 inhabitants,2012,152
Chile,CHL,Preventable mortality,Deaths per 100 000 inhabitants,2013,148.6
Chile,CHL,Preventable mortality,Deaths per 100 000 inhabitants,2014,146.4
Chile,CHL,Preventable mortality,Deaths per 100 000 inhabitants,2001,199.5
Chile,CHL,Preventable mortality,Deaths per 100 000 inhabitants,2002,194.7
Chile,CHL,Preventable mortality,Deaths per 100 000 inhabitants,2003,193.7
Chile,CHL,Preventable mortality,Deaths per 100 000 inhabitants,2004,187.9
Chile,CHL,Preventable mortality,Deaths per 100 000 inhabitants,2005,179.6
Chile,CHL,Preventable mortality,Deaths per 100 000 inhabitants,2006,175.3
Chile,CHL,Preventable mortality,Deaths per 100 000 inhabitants,2007,169.3
Chile,CHL,Preventable mortality,Deaths per 100 000 inhabitants,2008,165
Chile,CHL,Preventable mortality,Deaths per 100 000 inhabitants,2009,165.5
Chile,CHL,Preventable mortality,Deaths per 100 000 inhabitants,2010,164.9
Chile,CHL,Preventable mortality,Deaths per 100 000 inhabitants,2019,123.1
Chile,CHL,Preventable mortality,Deaths per 100 000 inhabitants,2020,172.1
Chile,CHL,Preventable mortality,Deaths per 100 000 inhabitants,2021,191.5
Chile,CHL,Preventable mortality,Deaths per 100 000 inhabitants,2015,144.1
Chile,CHL,Preventable mortality,Deaths per 100 000 inhabitants,2016,138.4
Chile,CHL,Preventable mortality,Deaths per 100 000 inhabitants,2017,131.4
Luxembourg,LUX,Treatable mortality,Deaths per 100 000 inhabitants,2006,81
Luxembourg,LUX,Treatable mortality,Deaths per 100 000 inhabitants,2007,72.6
Luxembourg,LUX,Treatable mortality,Deaths per 100 000 inhabitants,2019,50.4
Luxembourg,LUX,Treatable mortality,Deaths per 100 000 inhabitants,2020,46.9
Luxembourg,LUX,Treatable mortality,Deaths per 100 000 inhabitants,2021,42.9
Luxembourg,LUX,Treatable mortality,Deaths per 100 000 inhabitants,2022,44.7
Luxembourg,LUX,Treatable mortality,Deaths per 100 000 inhabitants,2008,70
Luxembourg,LUX,Treatable mortality,Deaths per 100 000 inhabitants,2009,64.2
Luxembourg,LUX,Treatable mortality,Deaths per 100 000 inhabitants,2010,71.2
Luxembourg,LUX,Treatable mortality,Deaths per 100 000 inhabitants,2011,65
Luxembourg,LUX,Treatable mortality,Deaths per 100 000 inhabitants,2012,58.5
Luxembourg,LUX,Treatable mortality,Deaths per 100 000 inhabitants,2013,63.9
Luxembourg,LUX,Treatable mortality,Deaths per 100 000 inhabitants,2014,52.4
Luxembourg,LUX,Treatable mortality,Deaths per 100 000 inhabitants,2015,54.9
Luxembourg,LUX,Treatable mortality,Deaths per 100 000 inhabitants,2016,54.6
Luxembourg,LUX,Treatable mortality,Deaths per 100 000 inhabitants,2017,57.6
Luxembourg,LUX,Treatable mortality,Deaths per 100 000 inhabitants,2018,52.6
Luxembourg,LUX,Treatable mortality,Deaths per 100 000 inhabitants,2000,91.4
Luxembourg,LUX,Treatable mortality,Deaths per 100 000 inhabitants,2001,85.4
Luxembourg,LUX,Treatable mortality,Deaths per 100 000 inhabitants,2002,94.5
Luxembourg,LUX,Treatable mortality,Deaths per 100 000 inhabitants,2003,96
Luxembourg,LUX,Treatable mortality,Deaths per 100 000 inhabitants,2004,73.6
Luxembourg,LUX,Treatable mortality,Deaths per 100 000 inhabitants,2005,78.4
Greece,GRC,Avoidable mortality,Deaths per 100 000 inhabitants,2015,206.1
Greece,GRC,Avoidable mortality,Deaths per 100 000 inhabitants,2016,200.5
Greece,GRC,Avoidable mortality,Deaths per 100 000 inhabitants,2017,198.1
Greece,GRC,Avoidable mortality,Deaths per 100 000 inhabitants,2018,193.8
Greece,GRC,Avoidable mortality,Deaths per 100 000 inhabitants,2019,195.3
Greece,GRC,Avoidable mortality,Deaths per 100 000 inhabitants,2020,204
Greece,GRC,Avoidable mortality,Deaths per 100 000 inhabitants,2014,199.9
Poland,POL,Preventable mortality,Deaths,2006,83397.5
Poland,POL,Preventable mortality,Deaths,2007,84176.5
Poland,POL,Preventable mortality,Deaths,2018,77092
Poland,POL,Preventable mortality,Deaths,2019,77643
Poland,POL,Preventable mortality,Deaths,2020,99287
Poland,POL,Preventable mortality,Deaths,2021,123159
Poland,POL,Preventable mortality,Deaths,2008,83500.5
Poland,POL,Preventable mortality,Deaths,2009,80846.5
Poland,POL,Preventable mortality,Deaths,2010,78067.5
Poland,POL,Preventable mortality,Deaths,2011,77039
Poland,POL,Preventable mortality,Deaths,2012,76735.5
Poland,POL,Preventable mortality,Deaths,2013,75058
Poland,POL,Preventable mortality,Deaths,2014,72392
Sweden,SWE,Treatable mortality,Deaths,2017,6192
Sweden,SWE,Treatable mortality,Deaths,2004,6893
Poland,POL,Preventable mortality,Deaths,2017,74666
Poland,POL,Preventable mortality,Deaths,2000,89652.5
Poland,POL,Preventable mortality,Deaths,2001,86707
Poland,POL,Preventable mortality,Deaths,2002,85432.5
Poland,POL,Preventable mortality,Deaths,2003,85167
Poland,POL,Preventable mortality,Deaths,2004,84647
Poland,POL,Preventable mortality,Deaths,2005,83648
Norway,NOR,Avoidable mortality,Deaths per 100 000 inhabitants,2004,219.5
Norway,NOR,Avoidable mortality,Deaths per 100 000 inhabitants,2005,209.6
Norway,NOR,Avoidable mortality,Deaths per 100 000 inhabitants,2016,155.9
Norway,NOR,Avoidable mortality,Deaths per 100 000 inhabitants,2000,252.1
Norway,NOR,Avoidable mortality,Deaths per 100 000 inhabitants,2001,242.8
Norway,NOR,Avoidable mortality,Deaths per 100 000 inhabitants,2002,240.6
Norway,NOR,Avoidable mortality,Deaths per 100 000 inhabitants,2006,204.1
Norway,NOR,Avoidable mortality,Deaths per 100 000 inhabitants,2007,198.8
Norway,NOR,Avoidable mortality,Deaths per 100 000 inhabitants,2008,196.1
Norway,NOR,Avoidable mortality,Deaths per 100 000 inhabitants,2009,191.9
Norway,NOR,Avoidable mortality,Deaths per 100 000 inhabitants,2010,185.5
Norway,NOR,Avoidable mortality,Deaths per 100 000 inhabitants,2011,179.7
Norway,NOR,Avoidable mortality,Deaths per 100 000 inhabitants,2012,173.1
Norway,NOR,Avoidable mortality,Deaths per 100 000 inhabitants,2013,168.7
Norway,NOR,Avoidable mortality,Deaths per 100 000 inhabitants,2014,159.9
Norway,NOR,Avoidable mortality,Deaths per 100 000 inhabitants,2015,157.5
Norway,NOR,Avoidable mortality,Deaths per 100 000 inhabitants,2003,225.6
Chile,CHL,Preventable mortality,Deaths,2012,21007.5
Chile,CHL,Preventable mortality,Deaths,2013,21137
Chile,CHL,Preventable mortality,Deaths,2004,21380.5
Chile,CHL,Preventable mortality,Deaths,2005,20881.5
Chile,CHL,Preventable mortality,Deaths,2020,29708.5
Chile,CHL,Preventable mortality,Deaths,2021,34054.5
Chile,CHL,Preventable mortality,Deaths,2014,21363
Chile,CHL,Preventable mortality,Deaths,2015,21611.5
Chile,CHL,Preventable mortality,Deaths,2016,21351.5
Chile,CHL,Preventable mortality,Deaths,2017,20865
Chile,CHL,Preventable mortality,Deaths,2018,20285.5
Chile,CHL,Preventable mortality,Deaths,2019,20896
Chile,CHL,Preventable mortality,Deaths,2000,20711.5
Chile,CHL,Preventable mortality,Deaths,2001,21630
Chile,CHL,Preventable mortality,Deaths,2002,21397
Chile,CHL,Preventable mortality,Deaths,2003,21638.5
Chile,CHL,Preventable mortality,Deaths,2007,20603.5
Chile,CHL,Preventable mortality,Deaths,2008,20712
Chile,CHL,Preventable mortality,Deaths,2006,20879
Chile,CHL,Preventable mortality,Deaths,2009,21360.5
Chile,CHL,Preventable mortality,Deaths,2010,21774
Chile,CHL,Preventable mortality,Deaths,2011,20918.5
United Kingdom,GBR,Avoidable mortality,Deaths,2006,145287
United Kingdom,GBR,Avoidable mortality,Deaths,2007,143084
United Kingdom,GBR,Avoidable mortality,Deaths,2008,143056
United Kingdom,GBR,Avoidable mortality,Deaths,2009,138265
United Kingdom,GBR,Avoidable mortality,Deaths,2010,136365
United Kingdom,GBR,Avoidable mortality,Deaths,2011,132674
United Kingdom,GBR,Avoidable mortality,Deaths,2012,130593
United Kingdom,GBR,Avoidable mortality,Deaths,2013,131795
United Kingdom,GBR,Avoidable mortality,Deaths,2014,131986
United Kingdom,GBR,Avoidable mortality,Deaths,2015,135127
United Kingdom,GBR,Avoidable mortality,Deaths,2016,137520
United Kingdom,GBR,Avoidable mortality,Deaths,2017,136909
United Kingdom,GBR,Avoidable mortality,Deaths,2018,139499
United Kingdom,GBR,Avoidable mortality,Deaths,2019,137442
United Kingdom,GBR,Avoidable mortality,Deaths,2020,158761
United Kingdom,GBR,Avoidable mortality,Deaths,2001,164046
United Kingdom,GBR,Avoidable mortality,Deaths,2002,160817
United Kingdom,GBR,Avoidable mortality,Deaths,2003,158367
United Kingdom,GBR,Avoidable mortality,Deaths,2004,151440
United Kingdom,GBR,Avoidable mortality,Deaths,2005,148344
Chile,CHL,Avoidable mortality,Deaths per 100 000 inhabitants,2006,273.7
Chile,CHL,Avoidable mortality,Deaths per 100 000 inhabitants,2021,268.1
Chile,CHL,Avoidable mortality,Deaths per 100 000 inhabitants,2017,213.6
Chile,CHL,Avoidable mortality,Deaths per 100 000 inhabitants,2018,203.4
Chile,CHL,Avoidable mortality,Deaths per 100 000 inhabitants,2019,205
Chile,CHL,Avoidable mortality,Deaths per 100 000 inhabitants,2020,248.3
Chile,CHL,Avoidable mortality,Deaths per 100 000 inhabitants,2007,267
Chile,CHL,Avoidable mortality,Deaths per 100 000 inhabitants,2008,258.5
Chile,CHL,Avoidable mortality,Deaths per 100 000 inhabitants,2009,261.2
Chile,CHL,Avoidable mortality,Deaths per 100 000 inhabitants,2010,261.7
Chile,CHL,Avoidable mortality,Deaths per 100 000 inhabitants,2011,244.1
Chile,CHL,Avoidable mortality,Deaths per 100 000 inhabitants,2012,241
Chile,CHL,Avoidable mortality,Deaths per 100 000 inhabitants,2013,240.1
Chile,CHL,Avoidable mortality,Deaths per 100 000 inhabitants,2014,238
Chile,CHL,Avoidable mortality,Deaths per 100 000 inhabitants,2015,232.8
Chile,CHL,Avoidable mortality,Deaths per 100 000 inhabitants,2016,223.2
Chile,CHL,Avoidable mortality,Deaths per 100 000 inhabitants,2000,307.3
Chile,CHL,Avoidable mortality,Deaths per 100 000 inhabitants,2001,314.6
