Country Name,Country Code,Series Name,year_T6,values_T6
Afghanistan,AFG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2010,43.133
Afghanistan,AFG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2011,43.178
Afghanistan,AFG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2012,43.244
Afghanistan,AFG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2013,43.308
Afghanistan,AFG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2014,43.374
Afghanistan,AFG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2015,42.924
Afghanistan,AFG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2016,42.472
Afghanistan,AFG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2017,42.021
Afghanistan,AFG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2018,40.493
Afghanistan,AFG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2019,38.965
Afghanistan,AFG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2020,36.711
Afghanistan,AFG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2021,36.263
Afghanistan,AFG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2022,32.333
Afghanistan,AFG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2023,31.268
Africa Eastern and Southern,AFE,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1991,66.041529857
Africa Eastern and Southern,AFE,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1992,65.974562778
Africa Eastern and Southern,AFE,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1993,65.934372792
Africa Eastern and Southern,AFE,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1994,66.029320604
Africa Eastern and Southern,AFE,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1995,66.30244346
Africa Eastern and Southern,AFE,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1996,66.383777255
Africa Eastern and Southern,AFE,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1997,66.381507755
Africa Eastern and Southern,AFE,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1998,66.30371248
Africa Eastern and Southern,AFE,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1999,66.220416576
Africa Eastern and Southern,AFE,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2000,66.229821533
Africa Eastern and Southern,AFE,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2001,66.316929082
Africa Eastern and Southern,AFE,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2002,66.386464904
Africa Eastern and Southern,AFE,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2003,66.463082012
Africa Eastern and Southern,AFE,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2004,66.643401943
Africa Eastern and Southern,AFE,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2005,66.825235067
Africa Eastern and Southern,AFE,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2006,66.752998483
Africa Eastern and Southern,AFE,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2007,66.622563761
Africa Eastern and Southern,AFE,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2008,66.463060587
Africa Eastern and Southern,AFE,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2009,66.027421266
Africa Eastern and Southern,AFE,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2010,65.115932383
Africa Eastern and Southern,AFE,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2011,65.29505423
Africa Eastern and Southern,AFE,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2012,65.241484229
Africa Eastern and Southern,AFE,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2013,65.292400859
Africa Eastern and Southern,AFE,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2014,65.206309358
Africa Eastern and Southern,AFE,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2015,65.22267449
Africa Eastern and Southern,AFE,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2016,65.063833918
Africa Eastern and Southern,AFE,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2017,64.969922662
Africa Eastern and Southern,AFE,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2018,64.845469721
Africa Eastern and Southern,AFE,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2019,64.649308114
Africa Eastern and Southern,AFE,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2020,63.560773951
Africa Eastern and Southern,AFE,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2021,63.612563384
Africa Eastern and Southern,AFE,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2022,64.302928196
Africa Eastern and Southern,AFE,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2023,64.436966219
Africa Western and Central,AFW,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1991,63.236562149
Africa Western and Central,AFW,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1992,63.090799562
Africa Western and Central,AFW,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1993,62.91206026
Africa Western and Central,AFW,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1994,62.778070783
Africa Western and Central,AFW,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1995,62.667695614
Africa Western and Central,AFW,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1996,62.661029868
Africa Western and Central,AFW,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1997,62.610224485
Africa Western and Central,AFW,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1998,62.520310743
Africa Western and Central,AFW,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1999,62.282429914
Africa Western and Central,AFW,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2000,62.15250508
Africa Western and Central,AFW,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2001,62.152698538
Africa Western and Central,AFW,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2002,62.242151002
Africa Western and Central,AFW,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2003,62.22589126
Africa Western and Central,AFW,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2004,62.211862271
Africa Western and Central,AFW,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2005,62.095727072
Africa Western and Central,AFW,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2006,62.099795282
Africa Western and Central,AFW,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2007,62.016493647
Africa Western and Central,AFW,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2008,61.809046465
Africa Western and Central,AFW,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2009,61.571324003
Africa Western and Central,AFW,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2010,61.363033929
Africa Western and Central,AFW,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2011,61.218002421
Africa Western and Central,AFW,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2012,60.821590339
Africa Western and Central,AFW,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2013,60.596622668
Africa Western and Central,AFW,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2014,60.134600136
Africa Western and Central,AFW,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2015,59.763263337
Africa Western and Central,AFW,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2016,59.755347766
Africa Western and Central,AFW,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2017,59.37246348
Africa Western and Central,AFW,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2018,59.259532795
Africa Western and Central,AFW,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2019,59.15836581
Africa Western and Central,AFW,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2020,58.261095778
Africa Western and Central,AFW,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2021,58.490207622
Africa Western and Central,AFW,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2022,59.433005444
Africa Western and Central,AFW,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2023,59.620615243
Albania,ALB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1991,57.568
Albania,ALB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1992,45.315
Albania,ALB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1993,47.798
Albania,ALB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1994,50.086
Albania,ALB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1995,53.186
Albania,ALB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1996,53.039
Albania,ALB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1997,51.873
Albania,ALB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1998,49.373
Albania,ALB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1999,48.201
Albania,ALB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2000,48.925
Albania,ALB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2001,48.76
Albania,ALB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2002,48.943
Albania,ALB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2003,48.608
Albania,ALB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2004,48.118
Albania,ALB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2005,47.416
Albania,ALB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2006,46.701
Albania,ALB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2007,45.606
Albania,ALB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2008,46.243
Albania,ALB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2009,47.473
Albania,ALB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2010,47.422
Albania,ALB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2011,51.86
Albania,ALB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2012,49.365
Albania,ALB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2013,44.101
Albania,ALB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2014,43.778
Albania,ALB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2015,45.96
Albania,ALB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2016,48.473
Albania,ALB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2017,50.152
Albania,ALB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2018,52.006
Albania,ALB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2019,53.392
Albania,ALB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2020,50.001
Albania,ALB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2021,51.336
Albania,ALB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2022,53.304
Albania,ALB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2023,53.507
Algeria,DZA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1991,34.944
Algeria,DZA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1992,33.389
Algeria,DZA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1993,32.836
Algeria,DZA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1994,32.382
Algeria,DZA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1995,30.587
Algeria,DZA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1996,32.199
Algeria,DZA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1997,33.295
Algeria,DZA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1998,32.461
Algeria,DZA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1999,31.52
Algeria,DZA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2000,30.789
Algeria,DZA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2001,31.677
Algeria,DZA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2002,32.087
Algeria,DZA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2003,32.827
Algeria,DZA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2004,35.219
Algeria,DZA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2005,36.01
Algeria,DZA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2006,37.051
Algeria,DZA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2007,36.179
Algeria,DZA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2008,36.975
Algeria,DZA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2009,37.221
Algeria,DZA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2010,37.556
Algeria,DZA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2011,37.686
Algeria,DZA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2012,37.393
Algeria,DZA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2013,38.958
Algeria,DZA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2014,36.58
Algeria,DZA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2015,37.033
Algeria,DZA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2016,37.6
Algeria,DZA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2017,36.805
Algeria,DZA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2018,36.706
Algeria,DZA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2019,36.642
Algeria,DZA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2020,33.893
Algeria,DZA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2021,34.39
Algeria,DZA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2022,36.593
Algeria,DZA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2023,37.139
Angola,AGO,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1991,64.525
Angola,AGO,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1992,64.391
Angola,AGO,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1993,63.924
Angola,AGO,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1994,63.896
Angola,AGO,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1995,64.309
Angola,AGO,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1996,65.053
Angola,AGO,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1997,65.142
Angola,AGO,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1998,64.908
Angola,AGO,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1999,64.637
Angola,AGO,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2000,64.5
Angola,AGO,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2001,64.47
Angola,AGO,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2002,64.673
Angola,AGO,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2003,64.637
Angola,AGO,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2004,64.735
Angola,AGO,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2005,64.728
Angola,AGO,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2006,64.9
Angola,AGO,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2007,64.96
Angola,AGO,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2008,64.884
Angola,AGO,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2009,64.668
Angola,AGO,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2010,64.473
Angola,AGO,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2011,64.35
Angola,AGO,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2012,64.33
Angola,AGO,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2013,64.151
Angola,AGO,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2014,63.994
Angola,AGO,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2015,63.656
Angola,AGO,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2016,63.317
Angola,AGO,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2017,63.028
Angola,AGO,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2018,62.793
Angola,AGO,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2019,62.642
Angola,AGO,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2020,62.55
Angola,AGO,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2021,64.304
Angola,AGO,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2022,64.447
Angola,AGO,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2023,64.492
Arab World,ARB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1991,42.019875269
Arab World,ARB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1992,42.093843182
Arab World,ARB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1993,41.960794499
Arab World,ARB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1994,42.051402755
Arab World,ARB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1995,41.619852749
Arab World,ARB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1996,41.911625811
Arab World,ARB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1997,41.961589235
Arab World,ARB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1998,41.754854402
Arab World,ARB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1999,42.023828903
Arab World,ARB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2000,41.55925156
Arab World,ARB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2001,41.165101215
Arab World,ARB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2002,40.622211781
Arab World,ARB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2003,40.795962729
Arab World,ARB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2004,41.39269689
Arab World,ARB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2005,41.619229483
Arab World,ARB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2006,42.136806686
Arab World,ARB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2007,42.57155454
Arab World,ARB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2008,42.672591269
Arab World,ARB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2009,42.939716569
Arab World,ARB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2010,43.336497541
Arab World,ARB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2011,42.788856105
Arab World,ARB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2012,42.334925105
Arab World,ARB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2013,42.45858782
Arab World,ARB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2014,42.189484751
Arab World,ARB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2015,41.792417687
Arab World,ARB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2016,41.898557069
Arab World,ARB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2017,41.07774968
Arab World,ARB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2018,40.948009767
Arab World,ARB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2019,41.030390297
Arab World,ARB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2020,39.51719831
Arab World,ARB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2021,40.09315177
Arab World,ARB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2022,41.127366178
Arab World,ARB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2023,41.17816372
Argentina,ARG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1991,56.747
Argentina,ARG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1992,56.867
Argentina,ARG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1993,55.269
Argentina,ARG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1994,54.689
Argentina,ARG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1995,49.947
Argentina,ARG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1996,51.379
Argentina,ARG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1997,53.437
Argentina,ARG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1998,55.058
Argentina,ARG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1999,53.735
Argentina,ARG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2000,52.96
Argentina,ARG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2001,50.99
Argentina,ARG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2002,48.436
Argentina,ARG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2003,51.697
Argentina,ARG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2004,53.566
Argentina,ARG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2005,54.43
Argentina,ARG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2006,55.571
Argentina,ARG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2007,55.941
Argentina,ARG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2008,55.692
Argentina,ARG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2009,55.523
Argentina,ARG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2010,55.549
Argentina,ARG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2011,56.295
Argentina,ARG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2012,56.002
Argentina,ARG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2013,55.703
Argentina,ARG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2014,55.119
Argentina,ARG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2015,54.739
Argentina,ARG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2016,54.249
Argentina,ARG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2017,53.899
Argentina,ARG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2018,54.105
Argentina,ARG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2019,54.357
Argentina,ARG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2020,49.6
Argentina,ARG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2021,55.085
Argentina,ARG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2022,56.351
Argentina,ARG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/2023,56.613
Armenia,ARM,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1991,64.064
Armenia,ARM,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1992,63.616
Armenia,ARM,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1/1/1993,60.859
