Country Name,Country Code,Series Name,year_T21,values_T21
Afghanistan,AFG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2011,7.916
Afghanistan,AFG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2012,7.909
Afghanistan,AFG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2013,7.919
Afghanistan,AFG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2014,7.915
Afghanistan,AFG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2015,9.011
Afghanistan,AFG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2016,10.1
Afghanistan,AFG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2017,11.184
Afghanistan,AFG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2018,11.206
Afghanistan,AFG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2019,11.224
Afghanistan,AFG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2020,11.71
Afghanistan,AFG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2021,11.934
Afghanistan,AFG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2022,14.1
Afghanistan,AFG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2023,14.386
Africa Eastern and Southern,AFE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1991,7.710274778
Africa Eastern and Southern,AFE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1992,7.807974206
Africa Eastern and Southern,AFE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1993,7.800477303
Africa Eastern and Southern,AFE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1994,7.684725244
Africa Eastern and Southern,AFE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1995,7.478108151
Africa Eastern and Southern,AFE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1996,7.404866751
Africa Eastern and Southern,AFE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1997,7.375615629
Africa Eastern and Southern,AFE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1998,7.412500022
Africa Eastern and Southern,AFE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1999,7.460228751
Africa Eastern and Southern,AFE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2000,7.409351572
Africa Eastern and Southern,AFE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2001,7.308110374
Africa Eastern and Southern,AFE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2002,7.270795674
Africa Eastern and Southern,AFE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2003,7.231053997
Africa Eastern and Southern,AFE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2004,7.04548226
Africa Eastern and Southern,AFE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2005,6.875290242
Africa Eastern and Southern,AFE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2006,6.822586013
Africa Eastern and Southern,AFE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2007,6.771575027
Africa Eastern and Southern,AFE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2008,6.751110161
Africa Eastern and Southern,AFE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2009,6.85848451
Africa Eastern and Southern,AFE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2010,7.273430496
Africa Eastern and Southern,AFE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2011,7.148931361
Africa Eastern and Southern,AFE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2012,6.947986623
Africa Eastern and Southern,AFE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2013,6.830908035
Africa Eastern and Southern,AFE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2014,6.790810121
Africa Eastern and Southern,AFE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2015,6.880311744
Africa Eastern and Southern,AFE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2016,7.027629967
Africa Eastern and Southern,AFE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2017,7.123032028
Africa Eastern and Southern,AFE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2018,7.0684401
Africa Eastern and Southern,AFE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2019,7.24466988
Africa Eastern and Southern,AFE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2020,7.661161099
Africa Eastern and Southern,AFE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2021,7.964493094
Africa Eastern and Southern,AFE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2022,7.448221786
Africa Eastern and Southern,AFE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2023,7.472824112
Africa Western and Central,AFW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1991,4.168122805
Africa Western and Central,AFW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1992,4.286659061
Africa Western and Central,AFW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1993,4.385563806
Africa Western and Central,AFW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1994,4.408511182
Africa Western and Central,AFW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1995,4.399247137
Africa Western and Central,AFW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1996,4.349874516
Africa Western and Central,AFW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1997,4.335254155
Africa Western and Central,AFW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1998,4.356870664
Africa Western and Central,AFW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1999,4.570366019
Africa Western and Central,AFW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2000,4.627660078
Africa Western and Central,AFW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2001,4.558691089
Africa Western and Central,AFW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2002,4.376784017
Africa Western and Central,AFW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2003,4.258753331
Africa Western and Central,AFW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2004,4.169754336
Africa Western and Central,AFW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2005,4.153747714
Africa Western and Central,AFW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2006,4.00467833
Africa Western and Central,AFW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2007,3.971386266
Africa Western and Central,AFW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2008,3.994066536
Africa Western and Central,AFW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2009,4.037848777
Africa Western and Central,AFW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2010,4.030220403
Africa Western and Central,AFW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2011,3.995125442
Africa Western and Central,AFW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2012,4.010142514
Africa Western and Central,AFW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2013,3.71389941
Africa Western and Central,AFW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2014,3.899550084
Africa Western and Central,AFW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2015,4.204561558
Africa Western and Central,AFW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2016,4.13994847
Africa Western and Central,AFW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2017,4.204170411
Africa Western and Central,AFW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2018,4.224167214
Africa Western and Central,AFW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2019,4.247943939
Africa Western and Central,AFW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2020,4.697496685
Africa Western and Central,AFW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2021,4.524016135
Africa Western and Central,AFW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2022,3.737765512
Africa Western and Central,AFW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2023,3.397782393
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1991,10.304
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1992,30.007
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1993,25.251
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1994,20.835
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1995,14.607
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1996,13.928
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1997,16.872
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1998,20.042
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1999,20.835
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2000,19.023
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2001,18.57
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2002,17.891
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2003,16.985
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2004,16.306
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2005,15.966
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2006,15.626
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2007,15.966
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2008,13.06
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2009,13.674
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2010,14.086
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2011,13.481
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2012,13.376
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2013,15.866
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2014,18.055
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2015,17.193
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2016,15.418
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2017,13.616
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2018,12.304
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2019,11.466
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2020,12.79
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2021,12.473
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2022,11.588
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2023,11.584
Algeria,DZA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1991,20.6
Algeria,DZA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1992,24.38
Algeria,DZA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1993,26.23
Algeria,DZA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1994,27.74
Algeria,DZA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1995,31.84
Algeria,DZA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1996,28.315
Algeria,DZA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1997,25.43
Algeria,DZA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1998,26.855
Algeria,DZA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1999,28.545
Algeria,DZA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2000,29.77
Algeria,DZA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2001,27.3
Algeria,DZA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2002,25.9
Algeria,DZA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2003,23.72
Algeria,DZA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2004,17.65
Algeria,DZA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2005,15.27
Algeria,DZA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2006,12.27
Algeria,DZA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2007,13.79
Algeria,DZA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2008,11.33
Algeria,DZA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2009,10.16
Algeria,DZA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2010,9.96
Algeria,DZA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2011,9.96
Algeria,DZA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2012,10.97
Algeria,DZA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2013,9.82
Algeria,DZA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2014,10.207
Algeria,DZA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2015,11.206
Algeria,DZA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2016,10.202
Algeria,DZA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2017,12.0
Algeria,DZA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2018,12.15
Algeria,DZA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2019,12.285
Algeria,DZA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2020,14.04
Algeria,DZA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2021,13.607
Algeria,DZA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2022,12.437
Algeria,DZA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2023,11.814
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1991,16.468
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1992,16.621
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1993,17.074
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1994,17.105
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1995,16.711
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1996,16.013
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1997,15.928
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1998,16.148
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1999,16.392
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2000,16.502
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2001,16.539
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2002,16.342
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2003,16.37
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2004,16.267
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2005,16.268
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2006,16.121
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2007,16.08
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2008,16.17
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2009,16.392
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2010,16.598
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2011,16.77
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2012,16.557
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2013,16.487
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2014,16.401
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2015,16.491
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2016,16.58
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2017,16.617
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2018,16.599
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2019,16.497
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2020,16.676
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2021,15.799
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2022,14.693
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2023,14.62
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1991,11.646901348
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1992,11.878396177
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1993,12.629144361
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1994,12.735575359
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1995,13.206073218
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1996,12.198955295
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1997,11.749600568
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1998,11.699703282
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1999,11.868876798
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2000,12.343480993
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2001,12.229901748
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2002,12.256683571
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2003,12.2216181
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2004,11.244035807
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2005,11.06580828
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2006,10.359107622
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2007,9.97140037
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2008,9.68211719
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2009,9.313903036
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2010,9.393304466
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2011,10.48773826
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2012,10.888849052
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2013,10.90006319
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2014,10.940002675
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2015,11.070452895
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2016,10.80732107
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2017,11.068715815
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2018,10.59860076
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2019,10.14133061
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2020,11.231383843
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2021,10.783297115
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2022,9.869656321
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2023,9.878318256
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1991,5.44
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1992,6.36
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1993,10.1
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1994,11.76
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1995,18.8
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1996,17.11
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1997,14.82
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1998,12.65
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1999,14.05
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2000,15.0
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2001,17.32
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2002,19.59
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2003,15.36
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2004,13.522
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2005,11.506
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2006,10.078
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2007,8.47
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2008,7.837
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2009,8.645
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2010,7.714
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2011,7.18
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2012,7.217
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2013,7.1
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2014,7.268
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2015,7.58
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2016,8.083
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2017,8.347
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2018,9.221
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2019,9.843
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2020,11.461
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2021,8.736
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2022,6.805
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2023,6.178
Armenia,ARM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1991,1.6
Armenia,ARM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1992,1.8
Armenia,ARM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1993,5.3
Armenia,ARM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1994,6.6
Armenia,ARM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1995,6.7
Armenia,ARM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1996,9.3
Armenia,ARM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1997,10.8
Armenia,ARM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1998,9.4
Armenia,ARM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/1999,11.2
Armenia,ARM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2000,11.097
Armenia,ARM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2001,10.995
Armenia,ARM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2002,10.872
Armenia,ARM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2003,10.757
Armenia,ARM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1/1/2004,10.666
