Country Name,Country Code,Series Name,year,gov_stability_values
Afghanistan,AFG,Control of Corruption: Number of Sources,2015 (YR2015),11
Afghanistan,AFG,Control of Corruption: Number of Sources,2016 (YR2016),10
Afghanistan,AFG,Control of Corruption: Number of Sources,2017 (YR2017),10
Afghanistan,AFG,Control of Corruption: Number of Sources,2018 (YR2018),10
Afghanistan,AFG,Control of Corruption: Number of Sources,2019 (YR2019),10
Afghanistan,AFG,Control of Corruption: Number of Sources,2020 (YR2020),9
Afghanistan,AFG,Control of Corruption: Number of Sources,2021 (YR2021),8
Afghanistan,AFG,Control of Corruption: Number of Sources,2022 (YR2022),8
Afghanistan,AFG,Control of Corruption: Percentile Rank,1996 (YR1996),4.30107545852661
Afghanistan,AFG,Control of Corruption: Percentile Rank,1998 (YR1998),8.02138996124268
Afghanistan,AFG,Control of Corruption: Percentile Rank,2000 (YR2000),4.78723382949829
Afghanistan,AFG,Control of Corruption: Percentile Rank,2002 (YR2002),4.7619047164917
Afghanistan,AFG,Control of Corruption: Percentile Rank,2003 (YR2003),4.7619047164917
Afghanistan,AFG,Control of Corruption: Percentile Rank,2004 (YR2004),6.40394067764282
Afghanistan,AFG,Control of Corruption: Percentile Rank,2005 (YR2005),1.46341466903687
Afghanistan,AFG,Control of Corruption: Percentile Rank,2006 (YR2006),1.95121955871582
Afghanistan,AFG,Control of Corruption: Percentile Rank,2007 (YR2007),0.970873773097992
Afghanistan,AFG,Control of Corruption: Percentile Rank,2008 (YR2008),0.485436886548996
Afghanistan,AFG,Control of Corruption: Percentile Rank,2009 (YR2009),0.956937789916992
Afghanistan,AFG,Control of Corruption: Percentile Rank,2010 (YR2010),0.952380955219269
Afghanistan,AFG,Control of Corruption: Percentile Rank,2011 (YR2011),0.473933637142181
Afghanistan,AFG,Control of Corruption: Percentile Rank,2012 (YR2012),1.42180097103119
Afghanistan,AFG,Control of Corruption: Percentile Rank,2013 (YR2013),0.947867274284363
Afghanistan,AFG,Control of Corruption: Percentile Rank,2014 (YR2014),5.28846168518066
Afghanistan,AFG,Control of Corruption: Percentile Rank,2015 (YR2015),5.7142858505249
Afghanistan,AFG,Control of Corruption: Percentile Rank,2016 (YR2016),3.80952382087708
Afghanistan,AFG,Control of Corruption: Percentile Rank,2017 (YR2017),3.80952382087708
Afghanistan,AFG,Control of Corruption: Percentile Rank,2018 (YR2018),4.7619047164917
Afghanistan,AFG,Control of Corruption: Percentile Rank,2019 (YR2019),5.7142858505249
Afghanistan,AFG,Control of Corruption: Percentile Rank,2020 (YR2020),4.7619047164917
Afghanistan,AFG,Control of Corruption: Percentile Rank,2021 (YR2021),12.380952835083
Afghanistan,AFG,Control of Corruption: Percentile Rank,2022 (YR2022),12.2641506195068
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Estimate,1996 (YR1996),-2.41730952262878
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Estimate,1998 (YR1998),-2.42735457420349
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Estimate,2000 (YR2000),-2.43896889686584
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Estimate,2002 (YR2002),-2.03503370285034
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Estimate,2003 (YR2003),-2.19837236404419
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Estimate,2004 (YR2004),-2.29568219184875
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Estimate,2005 (YR2005),-2.06750988960266
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Estimate,2006 (YR2006),-2.21913456916809
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Estimate,2007 (YR2007),-2.4133734703064
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Estimate,2008 (YR2008),-2.69136095046997
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Estimate,2009 (YR2009),-2.71142148971558
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Estimate,2010 (YR2010),-2.57915186882019
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Estimate,2011 (YR2011),-2.50205969810486
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Estimate,2012 (YR2012),-2.41856145858765
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Estimate,2013 (YR2013),-2.51934909820557
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Estimate,2014 (YR2014),-2.41106843948364
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Estimate,2015 (YR2015),-2.56262516975403
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Estimate,2016 (YR2016),-2.6621561050415
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Estimate,2017 (YR2017),-2.79497361183167
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Estimate,2018 (YR2018),-2.75326204299927
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Estimate,2019 (YR2019),-2.65240693092346
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Estimate,2020 (YR2020),-2.70263171195984
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Estimate,2021 (YR2021),-2.51853036880493
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Estimate,2022 (YR2022),-2.5508017539978
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Number of Sources,1996 (YR1996),2
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Number of Sources,1998 (YR1998),2
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Number of Sources,2000 (YR2000),2
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Number of Sources,2002 (YR2002),2
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Number of Sources,2003 (YR2003),2
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Number of Sources,2004 (YR2004),4
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Number of Sources,2005 (YR2005),4
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Number of Sources,2006 (YR2006),4
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Number of Sources,2007 (YR2007),3
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Number of Sources,2008 (YR2008),3
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Number of Sources,2009 (YR2009),4
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Number of Sources,2010 (YR2010),4
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Number of Sources,2011 (YR2011),4
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Number of Sources,2012 (YR2012),5
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Number of Sources,2013 (YR2013),6
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Number of Sources,2014 (YR2014),6
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Number of Sources,2015 (YR2015),6
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Number of Sources,2016 (YR2016),6
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Number of Sources,2017 (YR2017),6
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Number of Sources,2018 (YR2018),6
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Number of Sources,2019 (YR2019),6
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Number of Sources,2020 (YR2020),5
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Number of Sources,2021 (YR2021),5
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Number of Sources,2022 (YR2022),5
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Percentile Rank,1996 (YR1996),2.12765955924988
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Percentile Rank,1998 (YR1998),0.531914889812469
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Percentile Rank,2000 (YR2000),0.52910053730011
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Percentile Rank,2002 (YR2002),1.58730161190033
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Percentile Rank,2003 (YR2003),2.01005029678345
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Percentile Rank,2004 (YR2004),1.94174754619598
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Percentile Rank,2005 (YR2005),2.42718458175659
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Percentile Rank,2006 (YR2006),1.44927537441254
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Percentile Rank,2007 (YR2007),1.44927537441254
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Percentile Rank,2008 (YR2008),0.480769217014313
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Percentile Rank,2009 (YR2009),0.473933637142181
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Percentile Rank,2010 (YR2010),1.42180097103119
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Percentile Rank,2011 (YR2011),1.42180097103119
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Percentile Rank,2012 (YR2012),1.89573454856873
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Percentile Rank,2013 (YR2013),1.42180097103119
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Percentile Rank,2014 (YR2014),2.85714292526245
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Percentile Rank,2015 (YR2015),0.952380955219269
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Percentile Rank,2016 (YR2016),0.952380955219269
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Percentile Rank,2017 (YR2017),0.476190477609634
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Percentile Rank,2018 (YR2018),0.471698105335236
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Percentile Rank,2019 (YR2019),0.943396210670471
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Percentile Rank,2020 (YR2020),0.471698105335236
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Percentile Rank,2021 (YR2021),1.41509437561035
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Percentile Rank,2022 (YR2022),0.471698105335236
Albania,ALB,Control of Corruption: Estimate,1996 (YR1996),-0.893903493881226
Albania,ALB,Control of Corruption: Estimate,1998 (YR1998),-0.992024779319763
Albania,ALB,Control of Corruption: Estimate,2000 (YR2000),-0.855563640594482
Albania,ALB,Control of Corruption: Estimate,2002 (YR2002),-0.8453409075737
Albania,ALB,Control of Corruption: Estimate,2003 (YR2003),-0.853786587715149
Albania,ALB,Control of Corruption: Estimate,2004 (YR2004),-0.723731815814972
Albania,ALB,Control of Corruption: Estimate,2005 (YR2005),-0.813263893127441
Albania,ALB,Control of Corruption: Estimate,2006 (YR2006),-0.790545284748077
Albania,ALB,Control of Corruption: Estimate,2007 (YR2007),-0.706940054893494
Albania,ALB,Control of Corruption: Estimate,2008 (YR2008),-0.605212390422821
Albania,ALB,Control of Corruption: Estimate,2009 (YR2009),-0.545270919799805
Albania,ALB,Control of Corruption: Estimate,2010 (YR2010),-0.531616508960724
Albania,ALB,Control of Corruption: Estimate,2011 (YR2011),-0.701794147491455
Albania,ALB,Control of Corruption: Estimate,2012 (YR2012),-0.778729438781738
Albania,ALB,Control of Corruption: Estimate,2013 (YR2013),-0.750955939292908
Albania,ALB,Control of Corruption: Estimate,2014 (YR2014),-0.586141347885132
Albania,ALB,Control of Corruption: Estimate,2015 (YR2015),-0.544385254383087
Albania,ALB,Control of Corruption: Estimate,2016 (YR2016),-0.471469223499298
Albania,ALB,Control of Corruption: Estimate,2017 (YR2017),-0.480890601873398
Albania,ALB,Control of Corruption: Estimate,2018 (YR2018),-0.545840263366699
Albania,ALB,Control of Corruption: Estimate,2019 (YR2019),-0.563899636268616
Albania,ALB,Control of Corruption: Estimate,2020 (YR2020),-0.572924494743347
Albania,ALB,Control of Corruption: Estimate,2021 (YR2021),-0.576535522937775
Albania,ALB,Control of Corruption: Estimate,2022 (YR2022),-0.407875537872314
Albania,ALB,Control of Corruption: Number of Sources,1996 (YR1996),3
Albania,ALB,Control of Corruption: Number of Sources,1998 (YR1998),4
Albania,ALB,Control of Corruption: Number of Sources,2000 (YR2000),5
Albania,ALB,Control of Corruption: Number of Sources,2002 (YR2002),5
Albania,ALB,Control of Corruption: Number of Sources,2003 (YR2003),6
Albania,ALB,Control of Corruption: Number of Sources,2004 (YR2004),8
Albania,ALB,Control of Corruption: Number of Sources,2005 (YR2005),9
Albania,ALB,Control of Corruption: Number of Sources,2006 (YR2006),11
Albania,ALB,Control of Corruption: Number of Sources,2007 (YR2007),11
Albania,ALB,Control of Corruption: Number of Sources,2008 (YR2008),11
Albania,ALB,Control of Corruption: Number of Sources,2009 (YR2009),11
Albania,ALB,Control of Corruption: Number of Sources,2010 (YR2010),11
Albania,ALB,Control of Corruption: Number of Sources,2011 (YR2011),12
Albania,ALB,Control of Corruption: Number of Sources,2012 (YR2012),13
Albania,ALB,Control of Corruption: Number of Sources,2013 (YR2013),12
Albania,ALB,Control of Corruption: Number of Sources,2014 (YR2014),11
Albania,ALB,Control of Corruption: Number of Sources,2015 (YR2015),11
Albania,ALB,Control of Corruption: Number of Sources,2016 (YR2016),11
Albania,ALB,Control of Corruption: Number of Sources,2017 (YR2017),11
Albania,ALB,Control of Corruption: Number of Sources,2018 (YR2018),11
Albania,ALB,Control of Corruption: Number of Sources,2019 (YR2019),11
Albania,ALB,Control of Corruption: Number of Sources,2020 (YR2020),9
Albania,ALB,Control of Corruption: Number of Sources,2021 (YR2021),9
Albania,ALB,Control of Corruption: Number of Sources,2022 (YR2022),9
Albania,ALB,Control of Corruption: Percentile Rank,1996 (YR1996),19.3548393249512
Albania,ALB,Control of Corruption: Percentile Rank,1998 (YR1998),18.1818180084229
Albania,ALB,Control of Corruption: Percentile Rank,2000 (YR2000),23.9361705780029
Albania,ALB,Control of Corruption: Percentile Rank,2002 (YR2002),24.3386249542236
Albania,ALB,Control of Corruption: Percentile Rank,2003 (YR2003),22.7513236999512
Albania,ALB,Control of Corruption: Percentile Rank,2004 (YR2004),27.5862064361572
Albania,ALB,Control of Corruption: Percentile Rank,2005 (YR2005),22.9268283843994
Albania,ALB,Control of Corruption: Percentile Rank,2006 (YR2006),22.9268283843994
Albania,ALB,Control of Corruption: Percentile Rank,2007 (YR2007),28.6407775878906
Albania,ALB,Control of Corruption: Percentile Rank,2008 (YR2008),33.980583190918
Albania,ALB,Control of Corruption: Percentile Rank,2009 (YR2009),34.9282302856445
Albania,ALB,Control of Corruption: Percentile Rank,2010 (YR2010),37.1428565979004
Albania,ALB,Control of Corruption: Percentile Rank,2011 (YR2011),24.6445503234863
Albania,ALB,Control of Corruption: Percentile Rank,2012 (YR2012),25.1184825897217
Albania,ALB,Control of Corruption: Percentile Rank,2013 (YR2013),24.1706161499023
Albania,ALB,Control of Corruption: Percentile Rank,2014 (YR2014),34.1346168518066
Albania,ALB,Control of Corruption: Percentile Rank,2015 (YR2015),36.1904754638672
Albania,ALB,Control of Corruption: Percentile Rank,2016 (YR2016),37.6190490722656
Albania,ALB,Control of Corruption: Percentile Rank,2017 (YR2017),40.476188659668
Albania,ALB,Control of Corruption: Percentile Rank,2018 (YR2018),33.3333320617676
Albania,ALB,Control of Corruption: Percentile Rank,2019 (YR2019),32.3809509277344
Albania,ALB,Control of Corruption: Percentile Rank,2020 (YR2020),31.4285717010498
Albania,ALB,Control of Corruption: Percentile Rank,2021 (YR2021),31.9047622680664
Albania,ALB,Control of Corruption: Percentile Rank,2022 (YR2022),38.6792449951172
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Estimate,1996 (YR1996),-0.336625128984451
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Estimate,1998 (YR1998),-0.544004201889038
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Estimate,2000 (YR2000),-0.539989590644836
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Estimate,2002 (YR2002),-0.297719180583954
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Estimate,2003 (YR2003),-0.309780240058899
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Estimate,2004 (YR2004),-0.427259683609009
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Estimate,2005 (YR2005),-0.505047976970673
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Estimate,2006 (YR2006),-0.508157312870026
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Estimate,2007 (YR2007),-0.203974649310112
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Estimate,2008 (YR2008),-0.0305009130388498
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Estimate,2009 (YR2009),-0.0451405122876167
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Estimate,2010 (YR2010),-0.191482901573181
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Estimate,2011 (YR2011),-0.282379418611526
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Estimate,2012 (YR2012),-0.143631592392921
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Estimate,2013 (YR2013),0.0919297859072685
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Estimate,2014 (YR2014),0.485986232757568
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Estimate,2015 (YR2015),0.341639041900635
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Estimate,2016 (YR2016),0.337447881698608
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Estimate,2017 (YR2017),0.373769819736481
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Estimate,2018 (YR2018),0.366642981767654
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Estimate,2019 (YR2019),0.110049679875374
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Estimate,2020 (YR2020),0.0885764509439468
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Estimate,2021 (YR2021),0.196294024586678
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Estimate,2022 (YR2022),0.114945493638515
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Number of Sources,1996 (YR1996),3
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Number of Sources,1998 (YR1998),3
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Number of Sources,2000 (YR2000),3
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Number of Sources,2002 (YR2002),3
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Number of Sources,2003 (YR2003),3
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Number of Sources,2004 (YR2004),4
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Number of Sources,2005 (YR2005),5
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Number of Sources,2006 (YR2006),6
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Number of Sources,2007 (YR2007),6
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Number of Sources,2008 (YR2008),6
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Number of Sources,2009 (YR2009),6
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Number of Sources,2010 (YR2010),6
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Number of Sources,2011 (YR2011),7
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Number of Sources,2012 (YR2012),8
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Number of Sources,2013 (YR2013),8
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Number of Sources,2014 (YR2014),8
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Number of Sources,2015 (YR2015),8
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Number of Sources,2016 (YR2016),8
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Number of Sources,2017 (YR2017),8
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Number of Sources,2018 (YR2018),8
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Number of Sources,2019 (YR2019),7
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Number of Sources,2020 (YR2020),6
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Number of Sources,2021 (YR2021),6
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Number of Sources,2022 (YR2022),6
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Percentile Rank,1996 (YR1996),35.638298034668
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Percentile Rank,1998 (YR1998),28.7234039306641
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Percentile Rank,2000 (YR2000),29.6296291351318
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Percentile Rank,2002 (YR2002),33.862434387207
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Percentile Rank,2003 (YR2003),36.1809043884277
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Percentile Rank,2004 (YR2004),30.0970878601074
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Percentile Rank,2005 (YR2005),29.6116504669189
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Percentile Rank,2006 (YR2006),29.9516906738281
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Percentile Rank,2007 (YR2007),37.6811599731445
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Percentile Rank,2008 (YR2008),43.269229888916
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Percentile Rank,2009 (YR2009),42.1800956726074
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Percentile Rank,2010 (YR2010),38.3886260986328
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Percentile Rank,2011 (YR2011),37.4407577514648
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Percentile Rank,2012 (YR2012),40.2843589782715
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Percentile Rank,2013 (YR2013),49.2891006469727
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Percentile Rank,2014 (YR2014),61.4285697937012
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Percentile Rank,2015 (YR2015),58.0952377319336
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Percentile Rank,2016 (YR2016),57.6190490722656
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Percentile Rank,2017 (YR2017),59.523811340332
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Percentile Rank,2018 (YR2018),58.4905662536621
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Percentile Rank,2019 (YR2019),51.886791229248
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Percentile Rank,2020 (YR2020),50
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Percentile Rank,2021 (YR2021),52.3584899902344
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Percentile Rank,2022 (YR2022),50.4716987609863
Algeria,DZA,Control of Corruption: Estimate,1996 (YR1996),-0.566740930080414
Algeria,DZA,Control of Corruption: Estimate,1998 (YR1998),-0.916649281978607
Algeria,DZA,Control of Corruption: Estimate,2000 (YR2000),-0.987298190593719
Algeria,DZA,Control of Corruption: Estimate,2002 (YR2002),-0.928754985332489
Algeria,DZA,Control of Corruption: Estimate,2003 (YR2003),-0.715244472026825
Algeria,DZA,Control of Corruption: Estimate,2004 (YR2004),-0.699272692203522
Algeria,DZA,Control of Corruption: Estimate,2005 (YR2005),-0.466420471668243
Algeria,DZA,Control of Corruption: Estimate,2006 (YR2006),-0.564962565898895
Algeria,DZA,Control of Corruption: Estimate,2007 (YR2007),-0.592309474945068
Algeria,DZA,Control of Corruption: Estimate,2008 (YR2008),-0.633444845676422
Algeria,DZA,Control of Corruption: Estimate,2009 (YR2009),-0.614938259124756
Algeria,DZA,Control of Corruption: Estimate,2010 (YR2010),-0.552147269248962
Algeria,DZA,Control of Corruption: Estimate,2011 (YR2011),-0.572699666023254
Algeria,DZA,Control of Corruption: Estimate,2012 (YR2012),-0.521544516086578
Algeria,DZA,Control of Corruption: Estimate,2013 (YR2013),-0.472622781991959
Algeria,DZA,Control of Corruption: Estimate,2014 (YR2014),-0.61265641450882
Algeria,DZA,Control of Corruption: Estimate,2015 (YR2015),-0.639073312282562
Algeria,DZA,Control of Corruption: Estimate,2016 (YR2016),-0.67341673374176
Algeria,DZA,Control of Corruption: Estimate,2017 (YR2017),-0.598509311676025
Algeria,DZA,Control of Corruption: Estimate,2018 (YR2018),-0.658660113811493
Algeria,DZA,Control of Corruption: Estimate,2019 (YR2019),-0.655895113945007
