Reference area,REF_AREA,Measure,Unit of measure,TIME_PERIOD,Avoidable_mortality_values
Slovak Republic,SVK,Preventable mortality,Deaths,2014,11361.0
Slovak Republic,SVK,Preventable mortality,Deaths,2016,11275.0
Slovak Republic,SVK,Preventable mortality,Deaths,2017,11244.0
Slovak Republic,SVK,Preventable mortality,Deaths,2018,11585.5
Slovak Republic,SVK,Preventable mortality,Deaths,2019,11248.0
Slovak Republic,SVK,Preventable mortality,Deaths,2020,12963.0
Slovak Republic,SVK,Preventable mortality,Deaths,2021,19098.5
Slovak Republic,SVK,Treatable mortality,Deaths,2000,9554.5
Slovak Republic,SVK,Treatable mortality,Deaths,2001,9390.0
Slovak Republic,SVK,Treatable mortality,Deaths,2002,9174.5
Slovak Republic,SVK,Treatable mortality,Deaths,2003,9131.5
Slovak Republic,SVK,Treatable mortality,Deaths,2004,8871.5
Slovak Republic,SVK,Treatable mortality,Deaths,2005,8851.0
Slovak Republic,SVK,Treatable mortality,Deaths,2006,8756.5
Slovak Republic,SVK,Treatable mortality,Deaths,2007,8550.0
Slovak Republic,SVK,Treatable mortality,Deaths,2008,8294.5
Slovak Republic,SVK,Treatable mortality,Deaths,2009,8103.5
Slovak Republic,SVK,Treatable mortality,Deaths,2010,8117.0
Slovak Republic,SVK,Treatable mortality,Deaths,2012,7623.5
Slovak Republic,SVK,Treatable mortality,Deaths,2013,7835.5
Slovak Republic,SVK,Treatable mortality,Deaths,2014,7473.0
Slovak Republic,SVK,Treatable mortality,Deaths,2016,7676.0
Slovak Republic,SVK,Treatable mortality,Deaths,2017,7997.0
Slovak Republic,SVK,Treatable mortality,Deaths,2018,7798.5
Slovak Republic,SVK,Treatable mortality,Deaths,2019,7852.0
Slovak Republic,SVK,Treatable mortality,Deaths,2020,8296.0
Slovak Republic,SVK,Treatable mortality,Deaths,2021,10352.5
Slovenia,SVN,Avoidable mortality,Deaths,2000,7143.0
Slovenia,SVN,Avoidable mortality,Deaths,2001,7078.0
Slovenia,SVN,Avoidable mortality,Deaths,2002,6928.0
Slovenia,SVN,Avoidable mortality,Deaths,2003,6894.0
Slovenia,SVN,Avoidable mortality,Deaths,2004,6474.0
Slovenia,SVN,Avoidable mortality,Deaths,2005,6154.0
Slovenia,SVN,Avoidable mortality,Deaths,2006,5992.0
Slovenia,SVN,Avoidable mortality,Deaths,2007,5932.0
Slovenia,SVN,Avoidable mortality,Deaths,2008,5826.0
Slovenia,SVN,Avoidable mortality,Deaths,2009,5679.0
Slovenia,SVN,Avoidable mortality,Deaths,2010,5465.0
Slovenia,SVN,Avoidable mortality,Deaths,2011,5332.0
Slovenia,SVN,Avoidable mortality,Deaths,2012,5318.0
Slovenia,SVN,Avoidable mortality,Deaths,2013,5233.0
Slovenia,SVN,Avoidable mortality,Deaths,2014,4971.0
Slovenia,SVN,Avoidable mortality,Deaths,2015,5154.0
Slovenia,SVN,Avoidable mortality,Deaths,2016,4961.0
Slovenia,SVN,Avoidable mortality,Deaths,2017,4943.0
Slovenia,SVN,Avoidable mortality,Deaths,2018,4912.0
Slovenia,SVN,Avoidable mortality,Deaths,2019,4843.0
Slovenia,SVN,Avoidable mortality,Deaths,2020,5483.0
Slovenia,SVN,Preventable mortality,Deaths,2000,4778.5
Slovenia,SVN,Preventable mortality,Deaths,2001,4733.5
Slovenia,SVN,Preventable mortality,Deaths,2002,4575.5
Slovenia,SVN,Preventable mortality,Deaths,2003,4566.5
Slovenia,SVN,Preventable mortality,Deaths,2004,4280.5
Slovenia,SVN,Preventable mortality,Deaths,2005,4055.0
Slovenia,SVN,Preventable mortality,Deaths,2006,4006.5
Slovenia,SVN,Preventable mortality,Deaths,2007,4079.0
Slovenia,SVN,Preventable mortality,Deaths,2008,3971.0
Slovenia,SVN,Preventable mortality,Deaths,2009,3864.0
Slovenia,SVN,Preventable mortality,Deaths,2010,3734.0
Slovenia,SVN,Preventable mortality,Deaths,2011,3640.5
Slovenia,SVN,Preventable mortality,Deaths,2012,3679.0
Slovenia,SVN,Preventable mortality,Deaths,2013,3588.5
Slovenia,SVN,Preventable mortality,Deaths,2014,3413.0
Slovenia,SVN,Preventable mortality,Deaths,2015,3517.0
Slovenia,SVN,Preventable mortality,Deaths,2016,3476.0
Slovenia,SVN,Preventable mortality,Deaths,2017,3512.0
Slovenia,SVN,Preventable mortality,Deaths,2018,3414.0
Slovenia,SVN,Preventable mortality,Deaths,2019,3429.0
Slovenia,SVN,Preventable mortality,Deaths,2020,4063.0
Slovenia,SVN,Treatable mortality,Deaths,2000,2364.5
Slovenia,SVN,Treatable mortality,Deaths,2001,2344.5
Slovenia,SVN,Treatable mortality,Deaths,2002,2352.5
Slovenia,SVN,Treatable mortality,Deaths,2003,2327.5
Slovenia,SVN,Treatable mortality,Deaths,2004,2193.5
Slovenia,SVN,Treatable mortality,Deaths,2005,2099.0
Slovenia,SVN,Treatable mortality,Deaths,2006,1985.5
Slovenia,SVN,Treatable mortality,Deaths,2007,1853.0
Slovenia,SVN,Treatable mortality,Deaths,2008,1855.0
Slovenia,SVN,Treatable mortality,Deaths,2009,1815.0
Slovenia,SVN,Treatable mortality,Deaths,2010,1731.0
Slovenia,SVN,Treatable mortality,Deaths,2011,1691.5
Slovenia,SVN,Treatable mortality,Deaths,2012,1639.0
Slovenia,SVN,Treatable mortality,Deaths,2013,1644.5
Slovenia,SVN,Treatable mortality,Deaths,2014,1558.0
Slovenia,SVN,Treatable mortality,Deaths,2015,1637.0
Slovenia,SVN,Treatable mortality,Deaths,2016,1485.0
Slovenia,SVN,Treatable mortality,Deaths,2017,1431.0
Slovenia,SVN,Treatable mortality,Deaths,2018,1498.0
Slovenia,SVN,Treatable mortality,Deaths,2019,1414.0
Slovenia,SVN,Treatable mortality,Deaths,2020,1420.0
South Africa,ZAF,Avoidable mortality,Deaths,2000,243600.0
South Africa,ZAF,Avoidable mortality,Deaths,2001,266561.0
South Africa,ZAF,Avoidable mortality,Deaths,2002,297860.0
South Africa,ZAF,Avoidable mortality,Deaths,2003,330549.0
South Africa,ZAF,Avoidable mortality,Deaths,2004,341069.0
South Africa,ZAF,Avoidable mortality,Deaths,2005,355639.0
South Africa,ZAF,Avoidable mortality,Deaths,2006,354427.0
South Africa,ZAF,Avoidable mortality,Deaths,2007,350988.0
South Africa,ZAF,Avoidable mortality,Deaths,2008,344347.0
South Africa,ZAF,Avoidable mortality,Deaths,2009,326122.0
South Africa,ZAF,Avoidable mortality,Deaths,2010,310307.0
South Africa,ZAF,Avoidable mortality,Deaths,2011,282177.0
South Africa,ZAF,Avoidable mortality,Deaths,2012,264947.0
South Africa,ZAF,Avoidable mortality,Deaths,2013,252079.0
South Africa,ZAF,Avoidable mortality,Deaths,2014,246262.0
South Africa,ZAF,Avoidable mortality,Deaths,2015,243504.0
South Africa,ZAF,Avoidable mortality,Deaths,2016,243660.0
South Africa,ZAF,Avoidable mortality,Deaths,2017,240730.0
South Africa,ZAF,Avoidable mortality,Deaths,2018,238073.0
South Africa,ZAF,Preventable mortality,Deaths,2000,131953.5
South Africa,ZAF,Preventable mortality,Deaths,2001,139345.5
South Africa,ZAF,Preventable mortality,Deaths,2002,150935.0
South Africa,ZAF,Preventable mortality,Deaths,2003,163055.5
South Africa,ZAF,Preventable mortality,Deaths,2004,167479.5
South Africa,ZAF,Preventable mortality,Deaths,2005,173180.0
South Africa,ZAF,Preventable mortality,Deaths,2006,185873.5
South Africa,ZAF,Preventable mortality,Deaths,2007,184084.0
South Africa,ZAF,Preventable mortality,Deaths,2008,183818.0
South Africa,ZAF,Preventable mortality,Deaths,2009,171702.5
South Africa,ZAF,Preventable mortality,Deaths,2010,165399.0
South Africa,ZAF,Preventable mortality,Deaths,2011,150133.5
South Africa,ZAF,Preventable mortality,Deaths,2012,144963.0
South Africa,ZAF,Preventable mortality,Deaths,2013,143110.0
South Africa,ZAF,Preventable mortality,Deaths,2014,140508.5
South Africa,ZAF,Preventable mortality,Deaths,2015,139925.5
South Africa,ZAF,Preventable mortality,Deaths,2016,141363.5
South Africa,ZAF,Preventable mortality,Deaths,2017,140022.0
South Africa,ZAF,Preventable mortality,Deaths,2018,140001.5
South Africa,ZAF,Treatable mortality,Deaths,2000,111646.5
South Africa,ZAF,Treatable mortality,Deaths,2001,127215.5
South Africa,ZAF,Treatable mortality,Deaths,2002,146925.0
South Africa,ZAF,Treatable mortality,Deaths,2003,167493.5
South Africa,ZAF,Treatable mortality,Deaths,2004,173589.5
South Africa,ZAF,Treatable mortality,Deaths,2005,182459.0
South Africa,ZAF,Treatable mortality,Deaths,2006,168553.5
South Africa,ZAF,Treatable mortality,Deaths,2007,166904.0
South Africa,ZAF,Treatable mortality,Deaths,2008,160529.0
South Africa,ZAF,Treatable mortality,Deaths,2009,154419.5
South Africa,ZAF,Treatable mortality,Deaths,2010,144908.0
South Africa,ZAF,Treatable mortality,Deaths,2011,132043.5
South Africa,ZAF,Treatable mortality,Deaths,2012,119984.0
South Africa,ZAF,Treatable mortality,Deaths,2013,108969.0
South Africa,ZAF,Treatable mortality,Deaths,2014,105753.5
South Africa,ZAF,Treatable mortality,Deaths,2015,103578.5
South Africa,ZAF,Treatable mortality,Deaths,2016,102296.5
South Africa,ZAF,Treatable mortality,Deaths,2017,100708.0
South Africa,ZAF,Treatable mortality,Deaths,2018,98071.5
Spain,ESP,Avoidable mortality,Deaths,2000,95447.0
Spain,ESP,Avoidable mortality,Deaths,2001,93603.0
Spain,ESP,Avoidable mortality,Deaths,2002,92647.0
Spain,ESP,Avoidable mortality,Deaths,2003,92950.0
Spain,ESP,Avoidable mortality,Deaths,2004,88981.0
Spain,ESP,Avoidable mortality,Deaths,2005,88671.0
Spain,ESP,Avoidable mortality,Deaths,2006,85058.0
Spain,ESP,Avoidable mortality,Deaths,2007,85190.0
Spain,ESP,Avoidable mortality,Deaths,2008,82601.0
Spain,ESP,Avoidable mortality,Deaths,2009,79818.0
Spain,ESP,Avoidable mortality,Deaths,2010,77352.0
Spain,ESP,Avoidable mortality,Deaths,2011,76078.0
Spain,ESP,Avoidable mortality,Deaths,2012,75107.0
Spain,ESP,Avoidable mortality,Deaths,2013,74711.0
Spain,ESP,Avoidable mortality,Deaths,2014,74640.0
Spain,ESP,Avoidable mortality,Deaths,2015,75486.0
Spain,ESP,Avoidable mortality,Deaths,2016,75685.0
Spain,ESP,Avoidable mortality,Deaths,2017,75705.0
Spain,ESP,Avoidable mortality,Deaths,2018,75686.0
Spain,ESP,Avoidable mortality,Deaths,2019,74599.0
Spain,ESP,Avoidable mortality,Deaths,2020,89186.0
Spain,ESP,Avoidable mortality,Deaths,2021,85964.0
Spain,ESP,Preventable mortality,Deaths,2000,61055.0
Spain,ESP,Preventable mortality,Deaths,2001,59853.0
Spain,ESP,Preventable mortality,Deaths,2002,59202.5
Spain,ESP,Preventable mortality,Deaths,2003,59380.5
Spain,ESP,Preventable mortality,Deaths,2004,57338.5
Spain,ESP,Preventable mortality,Deaths,2005,56630.5
Spain,ESP,Preventable mortality,Deaths,2006,54124.5
Spain,ESP,Preventable mortality,Deaths,2007,54060.0
Spain,ESP,Preventable mortality,Deaths,2008,52309.5
Spain,ESP,Preventable mortality,Deaths,2009,50770.5
Spain,ESP,Preventable mortality,Deaths,2010,49378.5
Spain,ESP,Preventable mortality,Deaths,2011,48440.5
Spain,ESP,Preventable mortality,Deaths,2012,47920.0
Spain,ESP,Preventable mortality,Deaths,2013,47795.5
Spain,ESP,Preventable mortality,Deaths,2014,47771.0
Spain,ESP,Preventable mortality,Deaths,2015,48178.0
Spain,ESP,Preventable mortality,Deaths,2016,48430.5
Spain,ESP,Preventable mortality,Deaths,2017,48464.5
Spain,ESP,Preventable mortality,Deaths,2018,48320.5
Spain,ESP,Preventable mortality,Deaths,2019,47710.0
Spain,ESP,Preventable mortality,Deaths,2020,62285.0
Spain,ESP,Preventable mortality,Deaths,2021,59256.0
Spain,ESP,Treatable mortality,Deaths,2000,34392.0
Spain,ESP,Treatable mortality,Deaths,2001,33750.0
Spain,ESP,Treatable mortality,Deaths,2002,33444.5
Spain,ESP,Treatable mortality,Deaths,2003,33569.5
Spain,ESP,Treatable mortality,Deaths,2004,31642.5
Spain,ESP,Treatable mortality,Deaths,2005,32040.5
Spain,ESP,Treatable mortality,Deaths,2006,30933.5
Spain,ESP,Treatable mortality,Deaths,2007,31130.0
Spain,ESP,Treatable mortality,Deaths,2008,30291.5
Spain,ESP,Treatable mortality,Deaths,2009,29047.5
Spain,ESP,Treatable mortality,Deaths,2010,27973.5
Spain,ESP,Treatable mortality,Deaths,2011,27637.5
Spain,ESP,Treatable mortality,Deaths,2012,27187.0
Spain,ESP,Treatable mortality,Deaths,2013,26915.5
Spain,ESP,Treatable mortality,Deaths,2014,26869.0
Spain,ESP,Treatable mortality,Deaths,2015,27308.0
Spain,ESP,Treatable mortality,Deaths,2016,27254.5
Spain,ESP,Treatable mortality,Deaths,2017,27240.5
Spain,ESP,Treatable mortality,Deaths,2018,27365.5
Spain,ESP,Treatable mortality,Deaths,2019,26889.0
Spain,ESP,Treatable mortality,Deaths,2020,26901.0
Spain,ESP,Treatable mortality,Deaths,2021,26708.0
Sweden,SWE,Avoidable mortality,Deaths,2000,19675.0
Sweden,SWE,Avoidable mortality,Deaths,2001,19475.0
Sweden,SWE,Avoidable mortality,Deaths,2002,19409.0
Sweden,SWE,Avoidable mortality,Deaths,2003,19023.0
Sweden,SWE,Avoidable mortality,Deaths,2004,18843.0
Sweden,SWE,Avoidable mortality,Deaths,2005,18312.0
Sweden,SWE,Avoidable mortality,Deaths,2006,17950.0
Sweden,SWE,Avoidable mortality,Deaths,2007,17709.0
Sweden,SWE,Avoidable mortality,Deaths,2008,18008.0
Sweden,SWE,Avoidable mortality,Deaths,2009,17675.0
Sweden,SWE,Avoidable mortality,Deaths,2010,17136.0
Sweden,SWE,Avoidable mortality,Deaths,2011,16902.0
Sweden,SWE,Avoidable mortality,Deaths,2012,17104.0
Sweden,SWE,Avoidable mortality,Deaths,2013,17373.0
Sweden,SWE,Avoidable mortality,Deaths,2014,17070.0
Sweden,SWE,Avoidable mortality,Deaths,2015,17358.0
Sweden,SWE,Avoidable mortality,Deaths,2016,17180.0
Sweden,SWE,Avoidable mortality,Deaths,2017,17086.0
Sweden,SWE,Avoidable mortality,Deaths,2018,17040.0
Sweden,SWE,Avoidable mortality,Deaths,2019,15977.0
Sweden,SWE,Avoidable mortality,Deaths,2020,17154.0
Sweden,SWE,Avoidable mortality,Deaths,2021,16247.0
Sweden,SWE,Avoidable mortality,Deaths,2022,15412.0
Sweden,SWE,Preventable mortality,Deaths,2000,11779.5
Sweden,SWE,Preventable mortality,Deaths,2001,11851.5
Sweden,SWE,Preventable mortality,Deaths,2002,11837.0
Sweden,SWE,Preventable mortality,Deaths,2003,11648.0
Sweden,SWE,Preventable mortality,Deaths,2004,11950.0
Sweden,SWE,Preventable mortality,Deaths,2005,11549.0
Sweden,SWE,Preventable mortality,Deaths,2006,11161.5
Sweden,SWE,Preventable mortality,Deaths,2007,11165.0
Sweden,SWE,Preventable mortality,Deaths,2008,11276.0
Sweden,SWE,Preventable mortality,Deaths,2009,11064.0
Sweden,SWE,Preventable mortality,Deaths,2010,10746.5
Sweden,SWE,Preventable mortality,Deaths,2011,10547.5
Sweden,SWE,Preventable mortality,Deaths,2012,10712.5
Sweden,SWE,Preventable mortality,Deaths,2013,10939.5
Sweden,SWE,Preventable mortality,Deaths,2014,10873.5
Sweden,SWE,Preventable mortality,Deaths,2015,10972.0
Sweden,SWE,Preventable mortality,Deaths,2016,11000.5
Sweden,SWE,Preventable mortality,Deaths,2017,10894.0
Sweden,SWE,Preventable mortality,Deaths,2018,10908.0
Sweden,SWE,Preventable mortality,Deaths,2019,10323.0
Sweden,SWE,Preventable mortality,Deaths,2020,11400.5
Sweden,SWE,Preventable mortality,Deaths,2021,10791.0
Sweden,SWE,Preventable mortality,Deaths,2022,10032.0
Sweden,SWE,Treatable mortality,Deaths,2000,7895.5
Sweden,SWE,Treatable mortality,Deaths,2001,7623.5
Sweden,SWE,Treatable mortality,Deaths,2002,7572.0
Sweden,SWE,Treatable mortality,Deaths,2003,7375.0
Sweden,SWE,Treatable mortality,Deaths,2004,6893.0
Sweden,SWE,Treatable mortality,Deaths,2005,6763.0
Sweden,SWE,Treatable mortality,Deaths,2006,6788.5
Sweden,SWE,Treatable mortality,Deaths,2007,6544.0
Sweden,SWE,Treatable mortality,Deaths,2008,6732.0
Sweden,SWE,Treatable mortality,Deaths,2009,6611.0
Sweden,SWE,Treatable mortality,Deaths,2010,6389.5
Sweden,SWE,Treatable mortality,Deaths,2011,6354.5
Sweden,SWE,Treatable mortality,Deaths,2012,6391.5
Sweden,SWE,Treatable mortality,Deaths,2013,6433.5
Sweden,SWE,Treatable mortality,Deaths,2014,6196.5
Sweden,SWE,Treatable mortality,Deaths,2015,6386.0
Sweden,SWE,Treatable mortality,Deaths,2016,6179.5
Sweden,SWE,Treatable mortality,Deaths,2017,6192.0
Sweden,SWE,Treatable mortality,Deaths,2018,6132.0
Sweden,SWE,Treatable mortality,Deaths,2019,5654.0
Sweden,SWE,Treatable mortality,Deaths,2020,5753.5
Sweden,SWE,Treatable mortality,Deaths,2021,5456.0
Sweden,SWE,Treatable mortality,Deaths,2022,5380.0
Switzerland,CHE,Avoidable mortality,Deaths,2000,14738.0
Switzerland,CHE,Avoidable mortality,Deaths,2001,14043.0
Switzerland,CHE,Avoidable mortality,Deaths,2002,13802.0
Switzerland,CHE,Avoidable mortality,Deaths,2003,13560.0
Switzerland,CHE,Avoidable mortality,Deaths,2004,13017.0
Switzerland,CHE,Avoidable mortality,Deaths,2005,13230.0
Switzerland,CHE,Avoidable mortality,Deaths,2006,12823.0
Switzerland,CHE,Avoidable mortality,Deaths,2007,13037.0
Switzerland,CHE,Avoidable mortality,Deaths,2008,12838.0
Switzerland,CHE,Avoidable mortality,Deaths,2009,12840.0
Switzerland,CHE,Avoidable mortality,Deaths,2010,12518.0
Switzerland,CHE,Avoidable mortality,Deaths,2011,12240.0
Switzerland,CHE,Avoidable mortality,Deaths,2012,12268.0
Switzerland,CHE,Avoidable mortality,Deaths,2013,12310.0
Switzerland,CHE,Avoidable mortality,Deaths,2014,12065.0
Switzerland,CHE,Avoidable mortality,Deaths,2015,12323.0
Switzerland,CHE,Avoidable mortality,Deaths,2016,11918.0
Switzerland,CHE,Avoidable mortality,Deaths,2017,11920.0
Switzerland,CHE,Avoidable mortality,Deaths,2018,11906.0
Switzerland,CHE,Avoidable mortality,Deaths,2019,11577.0
Switzerland,CHE,Avoidable mortality,Deaths,2020,12533.0
Switzerland,CHE,Avoidable mortality,Deaths,2021,12401.0
Switzerland,CHE,Preventable mortality,Deaths,2000,9633.5
Switzerland,CHE,Preventable mortality,Deaths,2001,9340.0
Switzerland,CHE,Preventable mortality,Deaths,2002,9118.5
Switzerland,CHE,Preventable mortality,Deaths,2003,8964.5
Switzerland,CHE,Preventable mortality,Deaths,2004,8646.0
Switzerland,CHE,Preventable mortality,Deaths,2005,8846.0
Switzerland,CHE,Preventable mortality,Deaths,2006,8542.0
Switzerland,CHE,Preventable mortality,Deaths,2007,8817.0
Switzerland,CHE,Preventable mortality,Deaths,2008,8637.5
Switzerland,CHE,Preventable mortality,Deaths,2009,8562.5
Switzerland,CHE,Preventable mortality,Deaths,2010,8300.0
Switzerland,CHE,Preventable mortality,Deaths,2011,8186.5
Switzerland,CHE,Preventable mortality,Deaths,2012,8304.0
Switzerland,CHE,Preventable mortality,Deaths,2013,8392.0
Switzerland,CHE,Preventable mortality,Deaths,2014,8149.0
Switzerland,CHE,Preventable mortality,Deaths,2015,8365.0
Switzerland,CHE,Preventable mortality,Deaths,2016,8111.0
Switzerland,CHE,Preventable mortality,Deaths,2017,8095.5
Switzerland,CHE,Preventable mortality,Deaths,2018,8119.0
Switzerland,CHE,Preventable mortality,Deaths,2019,7839.5
Switzerland,CHE,Preventable mortality,Deaths,2020,8844.0
Switzerland,CHE,Preventable mortality,Deaths,2021,8868.5
Switzerland,CHE,Treatable mortality,Deaths,2000,5104.5
Switzerland,CHE,Treatable mortality,Deaths,2001,4703.0
Switzerland,CHE,Treatable mortality,Deaths,2002,4683.5
Switzerland,CHE,Treatable mortality,Deaths,2003,4595.5
Switzerland,CHE,Treatable mortality,Deaths,2004,4371.0
Switzerland,CHE,Treatable mortality,Deaths,2005,4384.0
Switzerland,CHE,Treatable mortality,Deaths,2006,4281.0
Switzerland,CHE,Treatable mortality,Deaths,2007,4220.0
Switzerland,CHE,Treatable mortality,Deaths,2008,4200.5
Switzerland,CHE,Treatable mortality,Deaths,2009,4277.5
Switzerland,CHE,Treatable mortality,Deaths,2010,4218.0
Switzerland,CHE,Treatable mortality,Deaths,2011,4053.5
Switzerland,CHE,Treatable mortality,Deaths,2012,3964.0
Switzerland,CHE,Treatable mortality,Deaths,2013,3918.0
Switzerland,CHE,Treatable mortality,Deaths,2014,3916.0
Switzerland,CHE,Treatable mortality,Deaths,2015,3958.0
Switzerland,CHE,Treatable mortality,Deaths,2016,3807.0
Switzerland,CHE,Treatable mortality,Deaths,2017,3824.5
Switzerland,CHE,Treatable mortality,Deaths,2018,3787.0
Switzerland,CHE,Treatable mortality,Deaths,2019,3737.5
Switzerland,CHE,Treatable mortality,Deaths,2020,3689.0
Switzerland,CHE,Treatable mortality,Deaths,2021,3532.5
Thailand,THA,Avoidable mortality,Deaths,2000,131036.0
Thailand,THA,Avoidable mortality,Deaths,2002,157106.0
Thailand,THA,Avoidable mortality,Deaths,2003,172775.0
Thailand,THA,Avoidable mortality,Deaths,2004,170396.0
Thailand,THA,Avoidable mortality,Deaths,2005,160150.0
Thailand,THA,Avoidable mortality,Deaths,2006,157420.0
Thailand,THA,Avoidable mortality,Deaths,2007,155260.0
Thailand,THA,Avoidable mortality,Deaths,2008,155282.0
Thailand,THA,Avoidable mortality,Deaths,2009,151829.0
Thailand,THA,Avoidable mortality,Deaths,2010,156929.0
Thailand,THA,Avoidable mortality,Deaths,2011,160953.0
Thailand,THA,Avoidable mortality,Deaths,2012,164081.0
Thailand,THA,Avoidable mortality,Deaths,2013,173415.0
Thailand,THA,Avoidable mortality,Deaths,2014,179811.0
Thailand,THA,Avoidable mortality,Deaths,2015,189786.0
Thailand,THA,Avoidable mortality,Deaths,2016,198580.0
Thailand,THA,Avoidable mortality,Deaths,2017,196194.0
Thailand,THA,Avoidable mortality,Deaths,2018,196325.0
Thailand,THA,Avoidable mortality,Deaths,2019,206644.0
Thailand,THA,Preventable mortality,Deaths,2000,84419.5
Thailand,THA,Preventable mortality,Deaths,2002,101212.5
Thailand,THA,Preventable mortality,Deaths,2003,109503.0
Thailand,THA,Preventable mortality,Deaths,2004,102991.5
Thailand,THA,Preventable mortality,Deaths,2005,96428.5
Thailand,THA,Preventable mortality,Deaths,2006,95160.0
Thailand,THA,Preventable mortality,Deaths,2007,92732.5
Thailand,THA,Preventable mortality,Deaths,2008,91537.5
Thailand,THA,Preventable mortality,Deaths,2009,89890.0
Thailand,THA,Preventable mortality,Deaths,2010,90508.5
Thailand,THA,Preventable mortality,Deaths,2011,93451.0
Thailand,THA,Preventable mortality,Deaths,2012,95412.0
Thailand,THA,Preventable mortality,Deaths,2013,101590.0
Thailand,THA,Preventable mortality,Deaths,2014,103133.0
Thailand,THA,Preventable mortality,Deaths,2015,107510.0
Thailand,THA,Preventable mortality,Deaths,2016,113829.0
Thailand,THA,Preventable mortality,Deaths,2017,111088.5
Thailand,THA,Preventable mortality,Deaths,2018,110483.0
Thailand,THA,Preventable mortality,Deaths,2019,116338.0
Thailand,THA,Treatable mortality,Deaths,2000,46616.5
Thailand,THA,Treatable mortality,Deaths,2002,55893.5
Thailand,THA,Treatable mortality,Deaths,2003,63272.0
Thailand,THA,Treatable mortality,Deaths,2004,67404.5
Thailand,THA,Treatable mortality,Deaths,2005,63721.5
Thailand,THA,Treatable mortality,Deaths,2006,62260.0
Thailand,THA,Treatable mortality,Deaths,2007,62527.5
Thailand,THA,Treatable mortality,Deaths,2008,63744.5
Thailand,THA,Treatable mortality,Deaths,2009,61939.0
Thailand,THA,Treatable mortality,Deaths,2010,66420.5
Thailand,THA,Treatable mortality,Deaths,2011,67502.0
Thailand,THA,Treatable mortality,Deaths,2012,68669.0
Thailand,THA,Treatable mortality,Deaths,2013,71825.0
Thailand,THA,Treatable mortality,Deaths,2014,76678.0
Thailand,THA,Treatable mortality,Deaths,2015,82276.0
Thailand,THA,Treatable mortality,Deaths,2016,84751.0
Thailand,THA,Treatable mortality,Deaths,2017,85105.5
Thailand,THA,Treatable mortality,Deaths,2018,85842.0
Thailand,THA,Treatable mortality,Deaths,2019,90306.0
Türkiye,TUR,Avoidable mortality,Deaths,2009,112879.0
Türkiye,TUR,Avoidable mortality,Deaths,2010,115349.0
Türkiye,TUR,Avoidable mortality,Deaths,2011,119011.0
Türkiye,TUR,Avoidable mortality,Deaths,2012,117928.0
Türkiye,TUR,Avoidable mortality,Deaths,2013,139746.0
Türkiye,TUR,Avoidable mortality,Deaths,2014,145632.0
Türkiye,TUR,Avoidable mortality,Deaths,2015,148626.0
Türkiye,TUR,Avoidable mortality,Deaths,2016,156658.0
Türkiye,TUR,Avoidable mortality,Deaths,2017,156082.0
Türkiye,TUR,Avoidable mortality,Deaths,2018,148992.0
Türkiye,TUR,Avoidable mortality,Deaths,2019,143141.0
Türkiye,TUR,Preventable mortality,Deaths,2009,63016.0
Türkiye,TUR,Preventable mortality,Deaths,2010,65970.5
Türkiye,TUR,Preventable mortality,Deaths,2011,68439.0
Türkiye,TUR,Preventable mortality,Deaths,2012,67780.5
Türkiye,TUR,Preventable mortality,Deaths,2013,80570.0
Türkiye,TUR,Preventable mortality,Deaths,2014,82069.5
Türkiye,TUR,Preventable mortality,Deaths,2015,82375.0
Türkiye,TUR,Preventable mortality,Deaths,2016,86712.0
Türkiye,TUR,Preventable mortality,Deaths,2017,85863.5
Türkiye,TUR,Preventable mortality,Deaths,2018,82236.5
Türkiye,TUR,Preventable mortality,Deaths,2019,76506.5
Türkiye,TUR,Treatable mortality,Deaths,2009,49863.0
Türkiye,TUR,Treatable mortality,Deaths,2010,49378.5
Türkiye,TUR,Treatable mortality,Deaths,2011,50572.0
Türkiye,TUR,Treatable mortality,Deaths,2012,50147.5
Türkiye,TUR,Treatable mortality,Deaths,2013,59176.0
Türkiye,TUR,Treatable mortality,Deaths,2014,63562.5
Türkiye,TUR,Treatable mortality,Deaths,2015,66251.0
Türkiye,TUR,Treatable mortality,Deaths,2016,69946.0
Türkiye,TUR,Treatable mortality,Deaths,2017,70218.5
Türkiye,TUR,Treatable mortality,Deaths,2018,66755.5
Türkiye,TUR,Treatable mortality,Deaths,2019,66634.5
United Kingdom,GBR,Avoidable mortality,Deaths,2001,164046.0
United Kingdom,GBR,Avoidable mortality,Deaths,2002,160817.0
United Kingdom,GBR,Avoidable mortality,Deaths,2003,158367.0
United Kingdom,GBR,Avoidable mortality,Deaths,2004,151440.0
United Kingdom,GBR,Avoidable mortality,Deaths,2005,148344.0
United Kingdom,GBR,Avoidable mortality,Deaths,2006,145287.0
United Kingdom,GBR,Avoidable mortality,Deaths,2007,143084.0
United Kingdom,GBR,Avoidable mortality,Deaths,2008,143056.0
United Kingdom,GBR,Avoidable mortality,Deaths,2009,138265.0
United Kingdom,GBR,Avoidable mortality,Deaths,2010,136365.0
United Kingdom,GBR,Avoidable mortality,Deaths,2011,132674.0
United Kingdom,GBR,Avoidable mortality,Deaths,2012,130593.0
United Kingdom,GBR,Avoidable mortality,Deaths,2013,131795.0
United Kingdom,GBR,Avoidable mortality,Deaths,2014,131986.0
United Kingdom,GBR,Avoidable mortality,Deaths,2015,135127.0
